Source Country,Name,Field Of Influence,Generation,Influence,Description
Cuba,Carlos Pascual,Government,Second Generation or Higher,32490,Carlos Alberto Pascual Lus  was a former Major League Baseball pitcher
Cuba,Lazaro Hernandez,Arts/Entertainment,Second Generation or Higher,32446,Proenza Schouler /pro___nz_ _sku_l_r/ is a New York based womenswear and accessories brand founded in 2002 by designers Jack McCollough and Lazaro Hernandez
Cuba,Jose Acosta Hernandez,Arts/Entertainment,Second Generation or Higher,32278,
Cuba,Mario Diaz,Government,Second Generation or Higher,32278,Mario Rafael DÍaz Torres  is a former Major League Baseball infielder
Cuba,Rene Touzet,Arts/Entertainment,First Generation,32067,"Ren_ Touzet y Monte  was a Cuban-born American composer, pianist and bandleader"
Cuba,Mickey Lopez,Sports,Second Generation or Higher,31907,"Raymond Michael ""Mickey"" Lopez  is a former Major League Baseball second baseman"
Cuba,Emilio T. Gonzalez,Government,First Generation,31806,
Cuba,Ralph de la Vega,Business/Technology,First Generation,31768,"Ralph de la Vega, a native of Cuba, since October 2008 is president and CEO of AT&amp;T Mobility"
Cuba,Javier Peres,Arts/Entertainment,Second Generation or Higher,31739,"Javier S  Peres  is a contemporary art dealer who operates Peres Projects which currently operates a gallery space on Karl-Marx-Allee in Berlin, with offices in Los Angeles, California"
Cuba,Guerra de la Paz,Arts/Entertainment,First Generation,31555,"Guerra de la Paz is the composite name of Cuban born, American artist duo Alain Guerra  and Neraldo de la Paz , who have been collaborating since 1996"
Cuba,Myrka Dellanos,Media/Journalism,First Generation,31438,"Myrka Bˆrbara Dellanos  is a Cuban American journalist, author, and television &amp; radio show host"
Cuba,Joe Carollo,Government,Second Generation or Higher,31176,"Joe Carollo , is a former mayor of Miami, Florida"
Cuba,Gedalio Grinberg,Business/Technology,First Generation,30970,"Gedalio ""Gerry"" Grinberg  was a Cuban born watchmaker who was the founder and chairman of the Movado Group, based in Paramus, New Jersey"
Cuba,Cathy Areu,Media/Journalism,Second Generation or Higher,30512,"Cathy Areu is an American author, journalist and frequent news analyst who has appeared on HLN's Showbiz Tonight, HLN's Prime News, CNN's Campbell Brown, CNN's AC360, Fox News O'Reilly Factor, MSNBC's Daily Countdown and RussiaToday's CrossTalk"
Cuba,Carlos Mayans,Government,Second Generation or Higher,30319,"Carlos Mayans became mayor of the city of Wichita, Kansas in April 2003"
Cuba,Frank Varela,Arts/Entertainment,First Generation,30296,Frank Varela is a graphic designer born to a family of Cuban political exiles
Cuba,Horacio Hernandez,Arts/Entertainment,First Generation,29612,"Horacio ""El Negro"" Hernandez  is a Cuban drummer and percussionist"
Cuba,Mirta Ojito,Media/Journalism,First Generation,29569,Mirta Ojito is a Cuban-born author and journalist and currently an assistant professor at the Columbia University Graduate School of Journalism
Cuba,Tammy Trull,Arts/Entertainment,Second Generation or Higher,29304,Tammy Trull is an Amrmenian actress
Cuba,Don Dinero,Arts/Entertainment,First Generation,28774,"Jose Manuel Guitian, popularly known as Don Dinero, is an American-born Cuban Rapper"
Cuba,Alvaro de Molina,Business/Technology,Second Generation or Higher,28340,Alvaro de Molina  was the chief financial officer of Bank of America Corporation
Cuba,Oscar Torre,Arts/Entertainment,Second Generation or Higher,28325,Oscar Torre is an actor and film director
Cuba,Armando Codina,Business/Technology,Second Generation or Higher,28018,"Armando Codina is Executive Chairman of Codina Partners, LLC, a real estate investment and development firm based in Coral Gables, Florida"
Cuba,Rosario Kennedy,Government,Second Generation or Higher,27973,"Rosario Kennedy  was the first Cuban American woman on the City of Miami Commission, former Vice Mayor of the City of Miami and candidate for Florida's 18th congressional district in 1989 to replace Claude Pepper that was eventually won by Ileana Ros-Lehtinen"
Cuba,Jorge Figueredo,Business/Technology,First Generation,27691,Jorge Figueredo  is the executive vice president of human resources at McKesson Corporation
Cuba,Katherine Fernandez Rundle,Government,Second Generation or Higher,27629,"Katherine Fernandez Rundle is the current State Attorney for Miami-Dade County in Florida, U"
Cuba,Jason Canela,Arts/Entertainment,First Generation,27604,"Jason Canela  is an American actor of Cuban descent, best known for his roles in telenovelas"
Cuba,Max Gomez,Media/Journalism,Second Generation or Higher,27576,"Dr  Max Gomez is a native of Havana, Cuba, and was the medical correspondent/senior health editor for the NBC flagship television station WNBC in New York City"
Cuba,Nils J. Diaz,Academia/Science,Second Generation or Higher,27453,Nils J  Diaz is a former Chairman of the Nuclear Regulatory Commission
Cuba,Luis Oquendo,Arts/Entertainment,Second Generation or Higher,26598,Luis Oquendo  was a well-known Cuban actor
Iran,Andre Agassi,Sports,First Generation,584851,Andre Kirk Agassi  is an American retired professional tennis player and former World No
Iran,Yu Darvish,Sports,Second Generation or Higher,243444,Yu Darvish  is a Japanese starting pitcher for the Texas Rangers of Major League Baseball 
Iran,Cyrus Bolooki,Arts/Entertainment,First Generation,211376,"New Found Glory  is an American pop punk band from Coral Springs, Florida, formed in 1997"
Iran,Rosie Malek,Arts/Entertainment,Second Generation or Higher,204262,"Rosie Malek-Yonan  is an actress, author, director, public figure and activist"
Iran,Khosrow Vaziri,Sports,First Generation,171406,Hossein Khosrow Ali Vaziri   is an Iranian former professional wrestler and actor better known by his ring name The Iron Sheik
Iran,Shawn Daivari,Sports,First Generation,164842,"Dara Daivari  is an American professional wrestler, currently performing on the independent circuit as Shawn Daivari"
Iran,Christiane Amanpour,Media/Journalism,First Generation,152709,"Christiane Amanpour, CBE  is a British-Iranian journalist and television host"
Iran,Axiom of Choice,Arts/Entertainment,Second Generation or Higher,147859,"In mathematics, the axiom of choice, or AC, is an axiom of set theory equivalent to the statement that the Cartesian product of a collection of non-empty sets is non-empty"
Iran,Ilya Salmanzadeh,Arts/Entertainment,Second Generation or Higher,140553,"Ilya Salmanzadeh , known mononymously as Ilya, is a Swedish songwriter and music producer"
Iran,Lotfi A. Zadeh,Academia/Science,Second Generation or Higher,140348,"Lotfali Askar Zadeh , better known as Lotfi A"
Iran,David B. Samadi,Academia/Science,First Generation,139950,"David B  Samadi is the Chairman of Urology, Chief of Robotic Surgery at Lenox Hill Hospital"
Iran,Ross Mirkarimi,Government,First Generation,139108,"Ross Mirkarimi  is the sheriff of San Francisco, California"
Iran,Steven Beitashour,Sports,First Generation,136130,"Steven Mehrdad Beitashour  is an Iranian footballer who plays for the Vancouver Whitecaps FC and the Iranian national team as a defender, having previously been called up to the United States national team"
Iran,Anousheh Ansari,Business/Technology,First Generation,134225,Anousheh Ansari  is an Iranian-American engineer and co-founder and chairwoman of Prodea Systems
Iran,Afshin Ghotbi,Sports,First Generation,129899,Afshin Ghotbi  is an Iranian-American football coach and the last head coach of the Japanese side Shimizu S-Pulse in J-League
Iran,Roxana Saberi,Media/Journalism,First Generation,127005,"Roxana Saberi   is an American journalist for Al Jazeera America and former Miss North Dakota pageant winner who was arrested in Iran on January 31, 2009 and was held in its Evin Prison for 101 days under accusations of espionage"
Iran,Hamed Haddadi,Sports,First Generation,124280,Hamed Haddadi  is an Iranian professional basketball player who currently plays for the Qingdao DoubleStar Eagles of the Chinese Basketball Association 
Iran,Nouriel Roubini,Academia/Science,Second Generation or Higher,120147,Nouriel Roubini  is an American economist
Iran,Reza Aslan,Literature,Second Generation or Higher,115208,"Reza Aslan  is an Iranian-American writer, scholar of religious studies and a professor of creative writing at the University of California, Riverside"
Iran,Seyyed Hossein Nasr,Academia/Science,Second Generation or Higher,110706,"Seyyed Hossein Nasr  is an Iranian University Professor of Islamic studies at George Washington University, and a prominent Islamic philosopher"
Iran,Maryam Mirzakhani,Academia/Science,First Generation,105410,Maryam Mirzakhani  is an Iranian mathematician working in the United States
Iran,David Bakhtiari,Sports,Second Generation or Higher,104066,David Afrasiab Bakhtiari  is an American football offensive tackle for the Green Bay Packers of the National Football League 
Iran,Camran Nezhat,Academia/Science,Second Generation or Higher,101527,
Iran,Shmuley Boteach,Media/Journalism,First Generation,99691,"Shmuel ""Shmuley"" Boteach  ____, /__mu_li bo__te_"
Iran,Antonio Esfandiari,Sports,Second Generation or Higher,99211,"Antonio ""The Magician"" Esfandiari, born Amir Esfandiari , is a professional poker player and former professional magician, known for his elaborate chip tricks"
Iran,Amir Sadollah,Sports,First Generation,97439,Amir Ali Sadollah   is an American professional mixed martial artist  of Iranian descent
Iran,Daron Malakian,Arts/Entertainment,Second Generation or Higher,97423,Daron Vartan Malakian  is an Armenian
Iran,Hamid Dabashi,Academia/Science,First Generation,96696,Hamid Dabashi  is an Iranian-American Professor of Iranian Studies and Comparative Literature at Columbia University in New York City
Iran,Arsalan Kazemi,Sports,First Generation,95953,Arsalan Kazemi Naeini  is an Iranian professional basketball player currently playing for the Chongqing Soaring Dragons of the Chinese Basketball Association
Iran,Sarah Shahi,Arts/Entertainment,First Generation,91676,"Aahoo Jahansouz ""Sarah"" Shahi  is an American television actress and former NFL Cheerleader"
Iran,Haleh Esfandiari,Academia/Science,First Generation,91080,"Haleh Esfandiari   is an Iranian-American academic and the Director of the Middle East Program at the Woodrow Wilson International Center for Scholars in Washington, D"
Iran,Cyrus King,Arts/Entertainment,First Generation,89543,
Iran,Nazanin Boniadi,Arts/Entertainment,First Generation,89003,Nazanin Boniadi  is an Iranian actress
Iran,Adrian Pasdar,Arts/Entertainment,First Generation,87613,"Adrian Pasdar  is an American actor, voice artist, and film director"
Iran,Vartan Gregorian,Academia/Science,Second Generation or Higher,87110,"Vartan Gregorian  is an Iranian-born Armenian-American academic, serving as the president of Carnegie Corporation of New York"
Iran,Alecko Eskandarian,Sports,First Generation,86640,Alecko Eskandarian  is an American former soccer player of Armenian-Iranian descent
Iran,Ehsan Yarshater,Academia/Science,First Generation,85238,"Ehsan Yarshater  is the founder and director of The Center for Iranian Studies, and Hagop Kevorkian Professor Emeritus of Iranian Studies at Columbia University"
Iran,Mark Amin,Arts/Entertainment,First Generation,84485,"Mohammed Mark Amin Sobini, known professionally as Mark Amin, is an Iranian American motion picture producer, distributor and writer who has been working in independent and mainstream cinema for more than two decades"
Iran,Alex Nowrasteh,Government,First Generation,83172,"Alexander ""Alex"" Nowrasteh is an analyst of immigration policy currently working at the Center for Global Liberty and Prosperity of the Cato Institute, a libertarian think tank located in Washington D"
Iran,Nasir Gebelli,Business/Technology,First Generation,81032,Nasir Gebelli  is an Iranian-American programmer and video game developer
Iran,Farzad Bonyadi,Sports,First Generation,80015,"Farzad ""Freddy"" Bonyadi  is an Iranian professional poker player based in Aliso Viejo, California, who has won 3 World Series of Poker bracelets"
Iran,Azar Nafisi,Literature,First Generation,79113,Azar Nafisi  is an Iranian writer and professor of English literature
Iran,T.J. Houshmandzadeh,Sports,First Generation,78343,"Touraj Houshmandzadeh, Jr"
Iran,Gholam A. Peyman,Academia/Science,First Generation,77166,"Gholam A  Peyman, MD recipient of National Medal of Technology and Innovation, the nationês highest honor for technological achievement, bestowed by the President of the United States, President Obama, on America's leading innovators  and a Hall of Fame of Ophthalmology and retina surgeon who is also a prolific and successful inventor"
Iran,Shirin Neshat,Arts/Entertainment,First Generation,74006,Shirin Neshat  is an Iranian visual artist who lives in New York City
Iran,Alireza Jafarzadeh,Media/Journalism,Second Generation or Higher,73095,Alireza Jafarzadeh is a media commentator on the Middle East and an active dissident figure to the Iranian government
Iran,Cyrus Nowrasteh,Arts/Entertainment,First Generation,72456,"Cyrus Nowrasteh  is an American screenwriter and director of theatrical films, television shows, and made-for-TV movies"
Iran,Goli Ameri,Government,First Generation,72274,Goli Ameri  is an Iranian-American diplomat and businesswoman from the U
Iran,Amir Vahedi,Sports,First Generation,72222,"Amir Vahedi  was an Iranian professional poker player born in Tehran, Iran"
Iran,Salar Kamangar,Business/Technology,First Generation,71609,Salar Kamangar  is a senior executive at Google and former CEO of Google's YouTube brand
Iran,Nima Arkani,Academia/Science,First Generation,71505,"Nima Arkani-Hamed  is an American-Canadian  theoretical physicist with interests in high-energy physics, string theory and cosmology"
Iran,Richard Danielpour,Academia/Science,First Generation,67312,Richard Danielpour  is an American composer
Iran,Nadia Bjorlin,Arts/Entertainment,First Generation,66661,"Nadia Alexandra Bjorlin  is an American actress, singer, and model"
Iran,Hamid Dastmalchi,Sports,Second Generation or Higher,66071,Hamid Reza Dastmalchi is an Iranian-American professional poker player
Iran,Pardis Sabeti,Academia/Science,First Generation,65569,"Pardis C  Sabeti   is an Iranian-American computational biologist, medical geneticist and evolutionary geneticist, who developed a bioinformatic statistical method which identifies sections of the genome that have been subject to natural selection and an algorithm which explains the effects of genetics on the evolution of disease"
Iran,Majid Rafizadeh,Academia/Science,First Generation,65041,"Majid Rafizadeh  is an Iranian-American political scientist, scholar at Harvard University, policy analyst, expert and commentator on US foreign policy and Middle East"
Iran,Behdad Sami,Sports,Second Generation or Higher,64379,Behdad Sami  is an Iranian American professional basketball player
Iran,Jason Rezaian,Media/Journalism,First Generation,64371,"Jason Rezaian  is an American-Iranian journalist currently employed as The Washington Post bureau chief in Tehran, Iran"
Iran,Rostam Batmanglij,Arts/Entertainment,First Generation,63817,"Rostam Batmanglij  is an Iranian-American songwriter, composer, producer and multi-instrumentalist of New York City-based indie rock band Vampire Weekend and electro-soul group Discovery"
Iran,Shaun Toub,Arts/Entertainment,First Generation,63064,Shaun Toub  is an Iranian film and television actor
Iran,Ali Javan,Academia/Science,First Generation,62847,Ali Javan  is an Iranian-American physicist and inventor at MIT
Iran,Andranik Eskandarian,Sports,First Generation,62781,Andranik Eskandarian  is an Iranian-Armenian footballer
Iran,Ramin Djawadi,Arts/Entertainment,First Generation,61215,"Ramin Djawadi  is an Iranian-German composer of orchestral music for film, television and video games"
Iran,Ron Najafi,Business/Technology,First Generation,59611,"Ramin  Najafi  was born in Tehran, Iran in 1958"
Iran,Sepandar Kamvar,Academia/Science,First Generation,59220,"Sepandar David Kamvar , also known as Sep Kamvar, is a computer scientist, artist, and entrepreneur"
Iran,Cyrus Habib,Government,Second Generation or Higher,59184,"Cyrus Habib is a politician, lawyer, and professor from the U"
Iran,Matt Ghaffari,Sports,First Generation,58625,"Siamak ""Matt"" Ghaffari  is an Iranian-American amateur wrestler and professional wrestler"
Iran,Nasim Pedrad,Arts/Entertainment,Second Generation or Higher,58533,Nasim Pedrad  is an Iranian American actress and comedian
Iran,Bobak Ferdowsi,Academia/Science,First Generation,57107,Bobak Ferdowsi   is an American systems engineer at NASA's Jet Propulsion Laboratory
Iran,Sohrab Ahmari,Media/Journalism,Second Generation or Higher,56587,"Sohrab Ahmari is an editorial page writer at The Wall Street Journal, based in London, where he writes editorials and commissions and edits op-eds for the Journal's European edition"
Iran,David Safavian,Government,First Generation,56349,David Hossein Safavian  is a Republican lawyer and former Chief of Staff in the United States General Services Administration 
Iran,Amir Talai,Arts/Entertainment,First Generation,56186,"Amir Talai  is an American stand-up comedian, actor, voice artist, and comedian"
Iran,Roya Hakakian,Literature,First Generation,55473,"Roya Hakakian ; born 1966 in Iran) is an Iranian-American poet, journalist and writer living in the United States"
Iran,Nader Engheta,Academia/Science,Second Generation or Higher,55322,Nader Engheta   is an Iranian-American scientist
Iran,Bahar Soomekh,Arts/Entertainment,First Generation,53984,Bahar Soomekh  is an Iranian-American actress and environmental activist
Iran,Maz Jobrani,Arts/Entertainment,First Generation,53973,"Maziyar –Maz” Jobrani , also known as Persian Pink Panther, is an Iranian-American comedian and actor who is part of the ""Axis of Evil"" comedy group"
Iran,Leila Bela,Arts/Entertainment,First Generation,53908,"Leila Bela   is an Iranian-born American avant-garde musician, writer, photographer, actress, multi-instrumentalist, playwright and record producer from Austin, Texas"
Iran,Sina Tamaddon,Business/Technology,Second Generation or Higher,53116,Sina Tamaddon  was Senior Vice President of Applications for Apple Inc
Iran,Kayhan Kalhor,Arts/Entertainment,First Generation,52319,"Kayhan Kalhor  is an Iranian Kamancheh player, composer and master of classical Kurdish and Persian music"
Iran,Bahador Kharazmi,Arts/Entertainment,First Generation,51395,Amir Bahador Kharazmi  better known by his stage name Bahador Kharazmi is an Iranian Singer/Songwriter and Producer who started his career as an underground music producer after the Iranian Revolution in which music was pronounced Haram and all forms of popular music were banned
Iran,Tara Kamangar,Arts/Entertainment,First Generation,51350,Tara Kamangar is a classical pianist and composer based in New York City
Iran,Kamshad Kooshan,Arts/Entertainment,First Generation,50973,Kamshad Kooshan  is an Iranian-American Movie Writer and Director
Iran,Pouyan Afkary,Arts/Entertainment,First Generation,50904,"Scary Kids Scaring Kids  was an American post-hardcore band formed in Gilbert, Arizona, in 2002"
Iran,Leila Vaziri,Sports,Second Generation or Higher,50792,"Leila Vaziri  is an American swimmer, the 2007 world champion and a former world record holder in the 50 m backstroke"
Iran,Fardad Fateri,Business/Technology,First Generation,50734,"Fardad Fateri  is an American business and higher education executive, author, public speaker, philanthropist, and professor"
Iran,Vali Nasr,Academia/Science,First Generation,50715,Vali Reza Nasr  is an American academic and author specializing in the Middle East and the Islamic world
Iran,Rudi Bakhtiar,Media/Journalism,Second Generation or Higher,50608,Rudi Bakhtiar  is a producer for Thomson Reuters television
Iran,Omid Safi,Academia/Science,First Generation,49622,"Omid Safi is an Iranian-American Professor of Asian and Middle Eastern Studies at Duke University, where he is the Director of Duke Islamic Studies Center, and a columnist for On Being"
Iran,Taraneh Hemami,Arts/Entertainment,First Generation,48907,"Taraneh Hemami   is an Iranian-American, visual artist and arts educator based in San Francisco, California, USA"
Iran,Amir Naderi,Arts/Entertainment,First Generation,48446,"Amir Naderi  is an Iranian film director, screenwriter, and photographer"
Iran,Omid Kordestani,Business/Technology,First Generation,48324,Omid R  Kordestani  is an Iranian-American businessman who works as Chief Business Officer at Google
Iran,Lotfi Mansouri,Arts/Entertainment,First Generation,48298,"Lotfollah ""Lotfi"" Mansouri  was an Iranian-born opera director and manager"
Iran,Abass Alavi,Academia/Science,Second Generation or Higher,48220,"Abass Alavi is a physician-scientist specializing in the field of molecular imaging, most notably in the imaging modality of positron emission tomography "
Iran,Kourosh Zolani,Arts/Entertainment,First Generation,48043,Kourosh Zolani  is an Iranian-American composer and instrumental soloist
Iran,Sam Nazarian,Business/Technology,First Generation,47977,Sam Nazarian is an Iranian-American business executive and entrepreneur
Iran,Shahriar Afshar,Academia/Science,First Generation,47655,Shahriar Sadigh Afshar   is an Iranian-American physicist and multiple award-winning inventor
Iran,Hooman Radfar,Business/Technology,First Generation,47323,Hooman Radfar  is an American technology entrepreneur
Iran,Ali Tabatabaee,Arts/Entertainment,Second Generation or Higher,46828,Ali Tabatabaee  is one of two main vocalists in the band Zebrahead
Iran,Ala Ebtekar,Arts/Entertainment,First Generation,46515,Ala Ebtekar  is an American-based visual artist who lives in the San Francisco Bay Area
Iran,Michael Shabaz,Sports,Second Generation or Higher,45947,Michael Shabaz  is an Assyrian- American tennis player who won the 2005 Wimbledon boys' doubles championship with Jesse Levine
Iran,Arian Moayed,Arts/Entertainment,Second Generation or Higher,45371,Arian Moayed  is an Iranian-born American actor and theater producer
Iran,Eric Bakhtiari,Sports,First Generation,44901,Eric Assad Bakhtiari  is a former American football linebacker
Iran,Davar Ardalan,Media/Journalism,First Generation,43873,Davar Ardalan is Senior Producer of NPR's Identity and Culture Unit
Iran,Asieh Namdar,Media/Journalism,First Generation,43078,Asieh Namdar is an anchor for CCTV AMERICA in Washington DC
Iran,Hushang Ansary,Government,First Generation,42749,"Hushang Ansary  is an Iranian-American diplomat, businessman, and philanthropist with a net worth of over $2 billion"
Iran,Doreen Granpeesheh,Academia/Science,First Generation,42534,"Doreen Granpeesheh, PhD, BCBA-D  is an American clinical psychologist and producer of the independent award-winning documentary Recovered: Journeys Through the Autism Spectrum and Back, which depicts four children's progress as they fully recover from autism"
Iran,Lily Afshar,Arts/Entertainment,First Generation,42355,Lily Afshar  is an Iranian American classical guitarist
Iran,Reza Badiyi,Arts/Entertainment,Second Generation or Higher,42306,Reza Sayed Badiyi  was an Iranian-American film director
Iran,Amin Abraham Paul Nikfar,Sports,First Generation,42223,Amin Abraham Paul Nikfar  is an Iranian-American shot putter
Iran,Ali Hajimiri,Academia/Science,First Generation,42111,"Ali Hajimiri is an academic, inventor, and entrepreneur in various fields of technology including electrical engineering and biomedical engineering"
Iran,Ali Khademhosseini,Academia/Science,First Generation,42065,"Ali Khademhosseini  is an Iranian American-Canadian academic, a Full Professor at Harvard Medical School, Harvard-MIT Division of Health Sciences and Technology and Associate Faculty at Wyss Institute for Biologically Inspired Engineering"
Iran,Omid Abtahi,Arts/Entertainment,First Generation,41947,Omid Abtahi  is an Iranian-born American actor
Iran,Abbas Milani,Academia/Science,First Generation,41865,Abbas Malekzadeh Milani  is an Iranian-American historian and author
Iran,Majid M. Naini,Academia/Science,First Generation,41477,"Majid M  Naini  is a leading scholar of Rumi, the 13th century Persian mystic "
Iran,Firoozeh Dumas,Literature,First Generation,41056,Firoozeh Dumas   is an Iranian-American writer
Iran,Amir Mokri,Arts/Entertainment,First Generation,40954,Amir M  Mokri  is an Iranian cinematographer known for his work on such films as Man of Steel and Transformers: Age of Extinction
Iran,Farzad Nazem,Business/Technology,First Generation,40650,"Farzad Nazem  , also known as Zod Nazem, was Yahoo!'s chief technology officer and one of its longest-serving executives"
Iran,Cyma Zarghami,Media/Journalism,Second Generation or Higher,40407,Cyma Zarghami  is an Iranian-American cable television executive currently serving as the president of Nickelodeon and Viacom Media Networks Kids &amp; Family Group since 2006
Iran,Vahid Tarokh,Academia/Science,Second Generation or Higher,40363,"Vahid Tarokh  is an electrical engineer who has contributed to telecommunication, specifically to signal processing for wireless communications"
Iran,Shahrnoosh Parsipour,Literature,Second Generation or Higher,40311,Shahrnush Parsipur  is an Iranian novelist
Iran,Hamid Jafarkhani,Academia/Science,First Generation,39647,"Hamid Jafarkhani , born in 1966 in Tehran, is a Chancellor's Professor in electrical engineering and computer science at the University of California, Irvine's Henry Samueli School of Engineering"
Iran,Nariman Farvardin,Academia/Science,First Generation,39111,"Nariman Farvardin  is President at Stevens Institute of Technology, Hoboken, New Jersey"
Iran,Mozhan Marno,Arts/Entertainment,First Generation,38961,Mozhan MarnÖ  is an Iranian-American film and television actress
Iran,Jahan Salehi,Media/Journalism,First Generation,38948,"Jahan Salehi is an Iranian-American entrepreneur and progressive activist, He has worked for Agence Global,  a left-leaning news and commentary syndicate, and as Managing Director of the Los Angeles Times Syndicate's European operations "
Iran,Kaveh Pahlavan,Academia/Science,First Generation,38673,"Kaveh Pahlavan , is a Professor of Electrical and Computer Engineering, a Professor of Computer Science, and Director of the Center for Wireless Information Network Studies, Worcester Polytechnic Institute, Worcester, Massachusetts"
Iran,Dara Khosrowshahi,Business/Technology,First Generation,38474,"Dara Khosrowshahi  born in Tehran, Iran, is an Iranian American businessman and the CEO of Expedia, Inc"
Iran,Shiva Rose McDermott,Arts/Entertainment,First Generation,38421,"Shiva Rose  is an Iranian-American actress, activist, and blogger"
Iran,Atoosa Rubenstein,Media/Journalism,First Generation,38340,Atoosa Rubenstein  was the editor-in-chief of Seventeen magazine
Iran,Nahnatchka Khan,Arts/Entertainment,First Generation,38147,Nahnatchka Khan is an American television writer and producer
Iran,Laleh Bakhtiar,Literature,First Generation,38048,"Laleh Mehree Bakhtiar  is an Iranian-American Muslim author, translator and clinical psychologist"
Iran,Behzad Razavi,Academia/Science,Second Generation or Higher,38041,Behzad Razavi  is an Iranian-American professor and researcher of electrical and electronic engineering
Iran,Elie Tahari,Arts/Entertainment,First Generation,37721,Elie Tahari  is an Israeli-American luxury fashion designer of men and women's clothing
Iran,Behnaz Sarafpour,Arts/Entertainment,First Generation,37682,Behnaz Sarafpour is a New York City-based designer who introduced a line of women's apparel bearing her name in 2001
Iran,Tony Petrossian,Arts/Entertainment,First Generation,37568,Tony Petrossian is an acclaimed director of commercials and music videos
Iran,Amin Nazemzadeh,Arts/Entertainment,First Generation,37554,"Dominic Rains is an American actor, best known for his portrayal in independent films such as The Taqwacores  and A Girl Walks Home Alone at Night "
Iran,Farnaz Fassihi,Media/Journalism,First Generation,37434,Farnaz Fassihi  is an award winning Iranian-American journalist
Iran,Shahram Dabiri,Business/Technology,First Generation,37274,"Shahram ""Shane"" Dabiri is the Production Director for the Audio Department at Blizzard Entertainment"
Iran,Farahnaz Amirsoleymani,Arts/Entertainment,Second Generation or Higher,36736,Farahnaz Amirsoleymani   is an American author and illustrator of Iranian descent
Iran,Faryar Shirzad,Government,First Generation,36557,"Faryar Shirzad ; born 1965 in London formerly served on the staff of the National Security Council at the White House from March 2003 through August 2006, first as a special assistant to the President for International Economic Affairs, and then as deputy assistant to the President and deputy national security advisor for International Economic Affairs"
Iran,Susie Gharib,Media/Journalism,First Generation,36466,"Susie Gharib, born in 1950, is an award-winning business news journalist"
Iran,Bob Yari,Arts/Entertainment,First Generation,36330,Bob Yari  is an Iranian-American film producer
Iran,Arash Markazi,Media/Journalism,First Generation,36290,Arash Markazi  is an Iranian-American sports journalist currently writing for ESPN
Iran,Najmieh Batmanglij,Literature,First Generation,36007,Najmieh Batmanglij  is an Iranian-American chef and award-winning cookbook author
Iran,Esfandiar Baharmast,Sports,First Generation,35961,Esfandiar Baharmast  is a retired Iranian-American football  referee best known for supervising two matches during the 1998 FIFA World Cup held in France
Iran,Jimmy Delshad,Government,First Generation,35816,"Jamshid ""Jimmy"" Delshad  is an Iranian-American politician in the state of California"
Iran,Mahbod Seraji,Literature,First Generation,35518,
Iran,Marshall Manesh,Arts/Entertainment,First Generation,35412,Marshall Manesh  is an Iranian/American actor
Iran,Kamran Elahian,Business/Technology,First Generation,35192,"Kamran Elahian is an Iranian-American Entrepreneur who is the chairman and co-founder of Global Catalyst Partners, an international, multistage, technology-oriented venture capital firm"
Iran,Max Amini,Arts/Entertainment,First Generation,35068,"Max Amini born in Tucson, Arizona is an Iranian comedian"
Iran,Arash Ferdowsi,Business/Technology,First Generation,34984,Arash Ferdowsi  is an Iranian-American entrepreneur
Iran,Azadeh Moaveni,Media/Journalism,First Generation,34936,Azadeh Moaveni  is an Iranian
Iran,Tanaz Eshaghian,Arts/Entertainment,First Generation,34912,Tanaz Eshaghian  is an Iranian-American documentary filmmaker
Iran,Jonathan Ahdout,Arts/Entertainment,Second Generation or Higher,34818,Jonathan Ahdout  is an American actor
Iran,Kayvan Najarian,Academia/Science,First Generation,34804,"Kayvan Najarian is an Iranian-American scientist, who is an Associate Professor in the Department of Computational Medicine and Bioinformatics and Department of Emergency Medicine at the University of Michigan in Ann Arbor"
Iran,Mina Bissell,Academia/Science,First Generation,34610,Mina J  Bissell is an Iranian-American biologist known for her research on breast cancer
Iran,Cyrus Kar,Arts/Entertainment,First Generation,34545,"Cyrus Kar  is an Iranian-born American film director, part-time professor at the University of Phoenix, and now-vindicated alleged terrorist who was captured by United States forces in Iraq on May 17, 2005, while filming a documentary on the life of Cyrus The Great"
Iran,Hamid Mowlana,Academia/Science,First Generation,34518,Hamid Mowlana  is an Iranian-American author and academic
Iran,Mahnaz Badihian,Literature,First Generation,34500,Mahnaz Badihian  is an American poet
Iran,Homayoon Kazerooni,Academia/Science,Second Generation or Higher,34429,"Homayoon Kazerooni is a roboticist and professor of Mechanical Engineering at the University of California, Berkeley"
Iran,Isaac Larian,Business/Technology,First Generation,34384,"Isaac Larian  is the Chief Executive Officer of MGA Entertainment, the biggest privately owned toy company in the world"
Iran,Saba Valadkhan,Academia/Science,First Generation,34149,"Saba Valadkhan  is an Iranian American biomedical scientist, and an Assistant Professor and RNA researcher at Case Western Reserve University"
Iran,King Kamali,Sports,First Generation,33970,"Shahriar Kamali, known as King Kamali, , is a retired IFBB professional bodybuilder"
Iran,Cumrun Vafa,Academia/Science,First Generation,33918,"Cumrun Vafa  is an Iranian-American leading string theorist from Harvard University, which he first joined as a Harvard Junior Fellow"
Iran,Manny Mashouf,Business/Technology,First Generation,33779,Manny Mashouf is an American businessman born in Tehran
