Source Country,Field Of Influence,Name,Influence,log(influence),Description,Unknown
Cuba,Arts/Entertainment,Juan Croucier,62019,3.995199711,Juan Croucier  is a Cuban-American heavy metal musician,55
Cuba,Business/Technology,George Reyes,61993,3.994939176,George Reyes is the former CFO of Google,40
Cuba,Arts/Entertainment,Chano Pozo,61868,3.993685079,"Luciano Pozo González, better known as Chano Pozo  was an Afro-Cuban jazz percussionist, singer, dancer and composer",116
Cuba,Military,Mercedes O. Cubria,61183,3.986767316,Lieutenant Colonel Mercedes O,29
Cuba,Arts/Entertainment,Janu Tornell,60990,3.984804235,Janu Tornell  is an American reality show contestant and former Las Vegas showgirl and beauty pageant contestant of Cuban descent,129
Cuba,Arts/Entertainment,Nelson De La Nuez,60626,3.981084879,"Nelson De La Nuez  in Havana, Cuba, is an American Contemporary Pop Artist and visual satirist",94
Cuba,Sports,Eric Eichmann,60525,3.980048902,Eric Eichmann  is a retired American soccer player,50
Cuba,Academia/Science,Carlos Juan Finlay,60299,3.977724498,Carlos Juan Finlay  was a Hispanic-Cuban physician and scientist recognized as a pioneer in the research of yellow fever,120
Cuba,Arts/Entertainment,Lucie Arnaz,60287,3.977600835,"Lucie Désirée Arnaz  is an American actress, singer, dancer, and producer",73
Cuba,Arts/Entertainment,La Lupe,59924,3.973848346,"La Lupe  , was a Cuban singer of several musical genres: boleros, guarachas and Latin soul in particular",104
Cuba,Arts/Entertainment,Arturo Sandoval,59686,3.971375678,"Arturo Sandoval  is a Cuban jazz trumpeter, pianist and composer",64
Cuba,Sports,Sean Rodriguez,59329,3.967648127,Sean John Rodriguez  is an American professional baseball player with the Pittsburgh Pirates of Major League Baseball ,118
Cuba,Arts/Entertainment,Agustin Gainza,59065,3.964877164,Agustín Gaínza Vicandi  was a Spanish football forward and manager,66
Cuba,Arts/Entertainment,Sen Dog,58882,3.962949105,"Sen Dog   is a Cuban-American rapper, and a member of rap group Cypress Hill",76
Cuba,Government,Otto Reich,58766,3.961723842,"Otto Juan Reich , a Cuban-American, is former senior official in the administrations of Presidents Ronald Reagan, George H",122
Cuba,Literature,Armando Valladares,58083,3.954460166,"Armando Valladares Perez  is a Cuban poet, diplomat, and human rights activist",78
Cuba,Media/Journalism,Antonio Mora,57965,3.953196594,Antonio Mora  is a multiple Emmy Award winning journalist and television news anchor,84
Cuba,Academia/Science,Aida de Acosta,57900,3.952499459,Aida de Acosta Root Breckinridge  was an American socialite and the first woman to fly a powered aircraft solo,110
Cuba,Government,Raul L. Martinez,57515,3.94835416,"Raúl L  Martínez  is a former mayor of Hialeah, Florida, United States",70
Cuba,Arts/Entertainment,Desi Arnaz Jr.,57194,3.944876681,"Desi Arnaz Jr   is an American actor and musician, the son of entertainers Lucille Ball and Desi Arnaz and the brother of actress Lucie Arnaz",141
Cuba,Arts/Entertainment,Angela Bofill,57111,3.943974344,Angela Tomasa Bofill  is an American R&amp;B and jazz singer and songwriter,75
Cuba,Business/Technology,Jorge Mas Canosa,56884,3.941499793,"Jorge Mas Canosa  was a Cuban American immigrant who founded the Cuban-American National Foundation and MasTec, a publicly traded company",137
Cuba,Academia/Science,Dr. Modesto A. Maidique,56883,3.941488871,"Dr  Modesto Alex ""Mitch"" Maidique  was the fourth president of Florida International University , a public university in the United States",138
Cuba,Arts/Entertainment,Scott Herren,56395,3.936135433,"Guillermo Scott Herren is a producer who has been based in Atlanta, Barcelona and New York",90
Cuba,Other,Juanita Castro,55055,3.921193685,Juana de la Caridad  Castro Ruz  is a sister of former Cuban President Fidel Castro and current President Raúl Castro,117
Cuba,Sports,Robert Andino,55038,3.921001798,Robert Lazaro Andino  is a Cuban-American professional baseball infielder for the Somerset Patriots of the Atlantic League of Professional Baseball,147
Cuba,Government,Cecilia Altonaga,54814,3.918467858,Cecilia Maria Altonaga  is a Florida United States district court judge,71
Cuba,Arts/Entertainment,Mario Bauza,54739,3.917617126,Mario Bauzá  was a Afro-Cuban jazz musician,43
Cuba,Arts/Entertainment,Jorge Bolet,54702,3.917197002,Jorge Bolet  was a Cuban-born American pianist and teacher,58
Cuba,Sports,Henry Gutierrez,54654,3.916651552,"Hendrig ""Henry"" Gutierrez  is a retired American soccer player who began his career in the lower French divisions before finishing it in the United States",154
Cuba,Sports,Alex Ochoa,54573,3.915730019,Alex Ochoa  is a Cuban American professional baseball coach and former Major League Baseball and Nippon Professional Baseball outfielder,136
Cuba,Arts/Entertainment,Robert Gant,54551,3.91547949,Robert Gant  is an American actor,33
Cuba,Government,Roberto Arango,54133,3.910700143,Roberto Arango-Vinent is an Cuban American politician who served as a member of the Senate of Puerto Rico from January 2005 until August 2011,141
Cuba,Arts/Entertainment,Enrique Murciano,54096,3.910275314,Enrique Ricardo Murciano  is an American actor and producer,59
Cuba,Academia/Science,Albert Siu,53758,3.906380941,"Albert Siu, is an internist and geriatrician and the Ellen and Howard C",71
Cuba,Sports,Orestes Destrade,53674,3.905409309,"Orestes Cucuas Destrade , is a former professional baseball infielder",69
Cuba,Arts/Entertainment,Frank Ferrer,53572,3.904227425,Frank Ferrer  is an American rock drummer and session musician,62
Cuba,Arts/Entertainment,Coco Fusco,53567,3.904169432,Coco Fusco  is a Cuban-American interdisciplinary artist and writer,67
Cuba,Government,Esther Salas,53449,3.902799215,"Esther Salas  is a federal district judge for the United States District Court for the District of New Jersey sitting in Newark, New Jersey",139
Cuba,Arts/Entertainment,Adam Irigoyen,53309,3.901169605,"Adam Irigoyen  is an American actor, singer, rapper and dancer",62
Cuba,Arts/Entertainment,Xavier Cugat,53202,3.89992123,"Xavier Cugat  was a Spanish-American bandleader who spent his formative years in Havana, Cuba",93
Cuba,Arts/Entertainment,Tony Plana,53088,3.898588419,Tony Plana  is a Cuban-American actor and director,50
Cuba,Other,Manny Puig,52629,3.893192986,"Manny ""Sharkman"" Puig  is an American wildlife entertainer",58
Cuba,Media/Journalism,Amile Waters,52549,3.892247792,"Amile Waters  is a Head Sports Editor/Columnist, Radio Personality and an avid painter of the ""Dark Metal"" arts",111
Cuba,Arts/Entertainment,Majandra Delfino,52330,3.889652943,"Maria Alejandra ""Majandra"" Delfino  is an Alma Award-nominated American actress and singer best known for her role as ""Maria DeLuca"" on Roswell, and as ""Jo Pye"" on the State of Georgia",184
Cuba,Arts/Entertainment,Zenaida Manfugas,51987,3.885566962,"Zenaida Manfugás  was a Cuban born, American naturalized pianist, considered to be one of the best Cuban pianists in history",124
Cuba,Government,Anitere Flores,51578,3.880659372,"Anitere Flores  is a Republican member of the Florida Senate, a body in which she represents the 38th District",110
Cuba,Government,Zulima Farber,51446,3.879067194,Zulima Farber  is the former Attorney General of New Jersey and the first Latina  to serve as Acting Governor of New Jersey,123
Cuba,Arts/Entertainment,Paul Le Mat,50880,3.872193493,"Paul Le Mat  is an American actor who first came to prominence in the 1973 film American Graffiti, for which he won the Golden Globe Award for New Star Of The Year - Actor",171
Cuba,Arts/Entertainment,Danny Pino,50625,3.869071662,"Daniel Gonzalo ""Danny"" Pino  is an American actor currently starring as Detective Nick Amaro in the long-running NBC legal drama, Law &amp; Order: Special Victims Unit",167
Cuba,Literature,Nilo Cruz,50506,3.867609422,Nilo Cruz  is a Cuban-American playwright and pedagogue,55
Cuba,Arts/Entertainment,Lola Falana,50310,3.8651935,"Loletha Elayne ""Lola"" Falana  is an American singer, dancer, and actress",72
Cuba,Arts/Entertainment,Camila Cabello,49914,3.8602835,"Karla Camila Cabello Estrabao /_k__mi_l__ _k__be_jo_/  , commonly referred to as Camila Cabello, ""Mila"", or ""Camz"", is an American singer who is a member of the girl group Fifth Harmony",185
Cuba,Sports,Rene Capo,49805,3.858925172,Rene Capo  was a judoka from the United States who competed in the 1988 Summer Olympics and the 1996 Summer Olympics,116
Cuba,Sports,Danny Tartabull,49339,3.85308429,"Danilo Tartabull Mora , also known as Danny Tartabull, is a former right fielder in Major League Baseball",105
Cuba,Arts/Entertainment,Faizon Love,49319,3.852832375,Faizon Love  is an American actor and comedian,46
Cuba,Literature,Antonio Sacre,49186,3.85115454,"Antonio Sacre  is an American bilingual storyteller, author and performance artist",82
Cuba,Arts/Entertainment,Fats Navarro,48679,3.844716699,"Theodore ""Fats"" Navarro  was an American jazz trumpet player",60
Cuba,Arts/Entertainment,Amy Serrano,48635,3.844154833,"Amy Serrano  is a Cuban-American film maker, writer, humanitarian and poet",74
Cuba,Sports,Jennifer Rodriguez,48186,3.838392005,Jennifer Rodriguez  is a Cuban-American speed skater,52
Cuba,Government,Lino Gutierrez,47419,3.828422356,Lino Gutiérrez  is an American diplomat,39
Cuba,Arts/Entertainment,Francisco Aguabella,47118,3.824465759,"Francisco Aguabella  is an Afro-Cuban master percussionist whose career spanned folkloric traditions, popular dance bands, and jazz",131
Cuba,Arts/Entertainment,Laz Alonso,47112,3.824386633,"Lazaro ""Laz"" Alonso  is an American film and television actor",61
Cuba,Media/Journalism,Barbara Bermudo,46972,3.822537499,"Bárbara Bermudo  is a Puerto Rican journalist and one of the eight cover subjects of the 2007 edition of People en Español's ""50 Most Beautiful People""",151
Cuba,Government,Eduardo Aguirre,46461,3.815741071,"Eduardo Aguirre Reyes, Jr",25
Cuba,Arts/Entertainment,Fernando Bujones,46416,3.815138983,Fernando Bujones  was an American danseur,41
Cuba,Arts/Entertainment,Jordi Vilasuso,46241,3.812791967,"Jordi Alejandro Vilasuso  is a Cuban-American actor best known for originating the role of ""Tony Santos"" on the CBS soap opera, Guiding Light from August 2000 until August 2003",176
Cuba,Arts/Entertainment,Manuel Barrueco,45818,3.807082008,Manuel Barrueco   is a Cuban classical guitarist,48
Cuba,Arts/Entertainment,Rita de Acosta Lydig,45788,3.806675047,"Rita Lydig  was an American socialite regarded as ""the most picturesque woman in America",88
Cuba,Arts/Entertainment,Natalie Martinez,45716,3.805697251,Natalie Martinez  is an American actress and model,50
Cuba,Literature,Carmen Agra Deedy,45672,3.805098951,"Carmen Agra Deedy is an internationally known, award winning author of children’s literature, storyteller and radio contributor",127
Cuba,Business/Technology,Ralph Alvarez,45566,3.80365522,Ralph Álvarez  is a Cuban-American businessman and the former President and Chief Operations Officer of McDonald's Corporation,126
Cuba,Arts/Entertainment,Joe Menendez,44912,3.794672702,Joe Menendez  is an American film and television director,57
Cuba,Arts/Entertainment,Kamar de los Reyes,44876,3.794174461,"Kamar de los Reyes  is a Puerto Rican American actor in theater, television, and film",85
Cuba,Literature,Rafael Campo,44764,3.792621816,Rafael Campo Pomar  was President of El Salvador 12 February 1856 - 1 February 1858,83
Cuba,Arts/Entertainment,Roger Miret,44637,3.79085652,"Roger Miret  is the vocalist for New York Hardcore band Agnostic Front  as well as the street punk group Roger Miret and the Disasters, and the hardcore band The Alligators",172
Cuba,Arts/Entertainment,Isabel Toledo,44529,3.789351368,Isabel Toledo  is a Cuban-American fashion designer based in New York,69
Cuba,Arts/Entertainment,Damien Crosse,44355,3.786918705,Damien Crosse is an American gay pornographic film actor and magazine model,75
Cuba,Arts/Entertainment,Valerie Cruz,44326,3.786512333,Valerie Cruz  is an American actress,36
Cuba,Media/Journalism,Jackie Nespral,44148,3.784012214,"Jackie Nespral  is an American television anchor for WTVJ-TV, the NBC owned and operated station in Miami",105
Cuba,Government,Hugo Llorens,44030,3.78234927,"Hugo Llorens  is an American diplomat, and the former United States Ambassador to Honduras ",91
Cuba,Arts/Entertainment,Jsu Garcia,43954,3.781275859,"Jsu Garcia  is an American film and television actor, and film producer",71
Cuba,Arts/Entertainment,Rey Ruiz,43767,3.778626783,Rey Ruiz  is a salsa singer from Cuba,37
Cuba,Arts/Entertainment,Nil Lara,43727,3.778058667,"Nil Lara  is a Cuban-American musician from Miami, Florida who is a singer, guitarist and songwriter, playing the tres, the six-stringed Cuban guitar, and the cuatro, a Venezuelan guitar",186
Cuba,Government,Bill Vidal,43595,3.776180187,"Guillermo ""Bill"" Vidal  is an author, career civil servant, and a former mayor of Denver, Colorado",98
Cuba,Arts/Entertainment,Mellow Man Ace,43582,3.775994878,"Ulpiano Sergio Reyes , better known as Mellow Man Ace, and also known as Lord Sha'mel Allah, is an American rapper",114
Cuba,Arts/Entertainment,Lucy Simon,43528,3.77522454,Lucy Simon  is an American composer for the theatre and popular songs,69
Cuba,Government,Silverio Vega,43403,3.773437676,,0
Cuba,Arts/Entertainment,Addys D'Mercedes,43260,3.771387182,Addys Mercedes  is a Cuban pop and world music singer living in Germany and Spain,81
Cuba,Sports,Orlando Palmeiro,43208,3.770639867,Orlando Palmeiro  is a former Major League Baseball outfielder,62
Cuba,Literature,Alex Abella,43181,3.770251483,Alex Abella  is an American author and journalist best known for his non-fiction works Soldiers of Reason: The RAND Corporation and the Rise of the American Empire  and Shadow Enemies: Hitler's Secret Terrorist Plot Against the United States ,242
Cuba,Sports,Ozzie Canseco,42969,3.767193485,"Osvaldo ""Ozzie"" Canseco Capas  is a former Major League Baseball player and the identical twin brother of former Major League Baseball player José Canseco",154
Cuba,Arts/Entertainment,Emilio Cruz,42785,3.764527118,Emilio Antonio Cruz  was an African-American artist of Cuban descent who lived for most of his life in New York City,116
Cuba,Arts/Entertainment,Humberto Castro,42455,3.759716195,Humberto Castro  is an important Cuban painter,46
Cuba,Arts/Entertainment,Niurka Marcos,42266,3.756943978,"Niurka Marcos  is a Cuban-born singer, dancer, actress, and erotic model",72
Cuba,Media/Journalism,Ellie Rodriguez,42209,3.756105479,"Eliseo Rodríguez Delgado , is a former Major League Baseball catcher",68
Cuba,Business/Technology,Paul L. Cejas,42170,3.755531117,"Paul L  Cejas , a native of Cuba who arrived in Miami, Florida in 1960, is chairman and chief executive officer of PLC Investments, Inc",135
Cuba,Media/Journalism,Maggie Rodriguez,42024,3.753376213,"Margarita Dania Rodriguez  is a former co-anchor of the CBS television broadcast, The Early Show, from December 2007 to December 2010",133
Cuba,Arts/Entertainment,Georg Stanford Brown,41964,3.752488465,"Georg Stanford Brown  is a Cuban-American actor and director, perhaps best known as one of the stars of the ABC police television series The Rookies from 1972",158
Cuba,Arts/Entertainment,Saundra Santiago,41929,3.751970025,Saundra Santiago  is an American actress,40
Cuba,Arts/Entertainment,The DeCastro Sisters,41920,3.751836642,"The DeCastro Sisters was a female trio singing group: originally they consisted of Peggy DeCastro , Cherie DeCastro  and Babette DeCastro ",138
Cuba,Sports,Rolando Arrojo,41906,3.751629101,Luis Rolando Arrojo Avila  is a retired Major League Baseball pitcher who pitched from 1998 to 2002,99
Cuba,Arts/Entertainment,Olga Guillot,41829,3.750486381,Olga Guillot  was a Cuban singer who was known as the 'queen of bolero',71
Cuba,Business/Technology,Jorge M. Perez,41784,3.749817584,Jorge M  Pérez  is an American real estate developer and author,63
Cuba,Arts/Entertainment,Willy Chirino,41578,3.746746754,"Willy Chirino, born April 5, 1947 in Consolación del Sur, Pinar del Río, Cuba, is an entertainer and singer in the salsa style",126
Cuba,Government,Eliot A. Jardines,41323,3.742924342,Eliot A  Jardines was the first Assistant Deputy Director of National Intelligence for Open Source  in the United States,120
Cuba,Arts/Entertainment,Melissa Gallo,41308,3.74269876,Melissa Fumero  is an American actress,38
Cuba,Arts/Entertainment,Olga Merediz,40451,3.729672584,"Olga Merediz is an American Broadway, TV, and film actress",58
Cuba,Sports,Vinnie Chulk,40368,3.728396379,"Charles Vincent ""Vinnie"" Chulk  is a former Major League Baseball relief pitcher",80
Cuba,Arts/Entertainment,Christopher Rojas,39751,3.718826334,"Christopher Rojas  is a multi-platinum composer, musician, songwriter, and record producer",90
Cuba,Arts/Entertainment,Tessie Santiago,39601,3.716477298,Tessie Santiago  is an American actress of Cuban and Spanish descent,68
Cuba,Arts/Entertainment,Ozzie Alfonso,39559,3.715817973,Ozzie Alfonso was the director and one of three Senior Producers of 3-2-1 Contact from season 2 to 8 when the series stopped production,135
Cuba,Sports,Henry Owens,39307,3.711847265,Henry Jay Owens  is an American former professional baseball player,67
Cuba,Arts/Entertainment,Jamie,39254,3.711008916,"Jamie, Jaime, Jay´mi, Jaimee, Jamee, Ja'mie, Jamey, Jaymie, Jayme, Jey´mi, Jeymi, Jeimy, Jeimi, or Jaymee is a name derived as a pet form of James",146
Cuba,Sports,Doug Logan,38956,3.706274005,"Douglas G  Logan has been a leader in the sports and entertainment industries, best known for his role as the first commissioner of the fledgling Major League Soccer in the late 1990s, and as CEO of USA Track &amp; Field from 2009-2010",235
Cuba,Media/Journalism,Tom Llamas,38637,3.701165117,Tom Llamas  is an anchor and correspondent for ABC News based in New York,73
Cuba,Arts/Entertainment,Silvio Horta,38609,3.700714676,"Silvio Horta  is an American writer and producer most notable for adapting the hit Colombian telenovela Yo Soy Betty La Fea into the ABC series, Ugly Betty",155
Cuba,Arts/Entertainment,Marco Rizo,38521,3.699296875,"Marco Rizo Ayala  was a Cuban-born pianist, composer, and arranger",66
Cuba,Government,Eduardo Robreno,38468,3.698441409,Eduardo C  Robreno  is an American jurist and the first Cuban-American to be appointed as a federal judge,105
Cuba,Arts/Entertainment,Marco Sanchez,38383,3.69706697,"Marco Sanchez  is an American actor, producer, and writer",57
Cuba,Arts/Entertainment,David Fumero,37865,3.688624612,David Fumero  is a Cuban-American actor and former male fashion model,69
Cuba,Business/Technology,Nelson Gonzalez,37774,3.687129576,"Nelson González , is an Argentine footballer who currently plays for Sport Loreto in Chile",90
Cuba,Literature,Carlos Eire,37767,3.687014424,,0
Cuba,Sports,Tito Fuentes,37702,3.685944137,"Rigoberto ""Tito"" Fuentes Peat  is a retired second baseman who played for 13 seasons in the Major Leagues between 1965 and 1978",127
Cuba,Arts/Entertainment,Leon Ichaso,37649,3.685070074,Leon Ichaso  is a Cuban American writer and film director,57
Cuba,Sports,Osvaldo Fernandez,37582,3.683963364,Osvaldo Fernández Rodríguez  is a former Cuban professional baseball player who pitched in the Major Leagues from 1996-1997 and 2000-2001,137
Cuba,Government,Julio Robaina,37556,3.683533363,"Julio Robaina  was the mayor of Hialeah, Florida",48
Cuba,Literature,Piri Thomas,37462,3.681976256,Piri Thomas  was a writer and poet whose memoir Down These Mean Streets became a best-seller,92
Cuba,Academia/Science,Aristides Agramonte,37457,3.681893322,"Aristides Agramonte y Simoni  was a Cuban American physician, pathologist and bacteriologist with expertise in tropical medicine",128
Cuba,Arts/Entertainment,JD Natasha,37450,3.681777195,JD Natasha  is a Latin American pop musician,44
Cuba,Government,Mauricio J. Tamargo,37309,3.679433442,Mauricio J  Tamargo  was the 14th Chairman of the Foreign Claims Settlement Commission,86
Cuba,Arts/Entertainment,Narciso Rodriguez,37297,3.679233565,Narciso Rodriguez  is an American fashion designer,50
Cuba,Arts/Entertainment,Caitlin Sanchez,37286,3.679050287,"Caitlin Sanchez  is an American actress, best known for being the second voice of the title character Dora in the Nickelodeon animated series for children Dora the Explorer",172
Cuba,Government,Joseph H. Rodriguez,36986,3.674030859,Joseph H  Rodriguez  is a United States federal judge,53
Cuba,Arts/Entertainment,Jorge Moreno,36944,3.673324892,Jorge Moreno is an American musician of Cuban descent,53
Cuba,Sports,David Segui,36905,3.672668632,"David Vincent Segui,  is a American former Major League Baseball first baseman",78
Cuba,Media/Journalism,GiGi Diaz,36829,3.671387772,"Guianeya ""GiGi"" Diaz, born in Cuba 1985, is a Cuban-American model and variety show host who became a local Miami, USA, celebrity at age 15 when she starred in the Santa's Enchanted Forest at Tropical Park TV commercial",219
Cuba,Other,Enrique Ros,36736,3.669816803,Enrique Ros  was a Miami based Cuban-American businessman and activist opposed to Cuban president Fidel Castro,110
Cuba,Government,Cari M. Dominguez,36534,3.666390844,Cari M  Dominguez was the United States's 12th Chair of the U,61
Cuba,Government,Jose L. Linares,36395,3.664022358,Jose L  Linares  is a United States federal judge,49
Cuba,Government,Everett Ellis Briggs,36387,3.663885767,Everett Ellis Briggs  is a United States diplomat,49
Cuba,Government,Alex Penelas,36315,3.662655096,"Alexander ""Alex"" Penelas  is the former mayor of Miami-Dade County, Florida",75
Cuba,Business/Technology,Alfredo Alonso,36315,3.662655096,Alfredo Alonso is a Cuban-born media executive,46
Cuba,Media/Journalism,Jessica Aguirre,36213,3.660907462,Jessica Aguirre is a Cuban-American television journalist,57
Cuba,Arts/Entertainment,Nelson Ascencio,36210,3.660855987,Nelson Ascencio  is a Cuban actor and comedian,46
Cuba,Media/Journalism,Ambrose E. Gonzales,35535,3.649164204,"Ambrose Elliott Gonzales  was born on a plantation in Colleton County, South Carolina",85
Cuba,Arts/Entertainment,Jose Ramon Diaz Alejandro,35478,3.64816675,"José Ramón Díaz Alejandro, painting and writing under the name of Ramon Alejandro,  is a Cuban painter and writer who has lived in exile in Argentina, Uruguay and Paris, France",176
Cuba,Government,Raoul G. Cantero,35338,3.645710046,"Raoul G  Cantero, III  is a Florida lawyer and a former Justice of the Florida Supreme Court",92
Cuba,Arts/Entertainment,Albita,34953,3.638903588,"Albita Rodríguez , known in her music career simply as Albita, is a Grammy-winning Cuban-American singer, producer and composer",127
Cuba,Sports,Tony Fossas,34908,3.63810314,"Emilio Antonio ""Tony"" Fossas Morejon  is a former left-handed Major League Baseball pitcher during the late 1980s and 1990s",123
Cuba,Literature,Cecilia Samartin,34894,3.637853901,Cecilia Samartin  is a Cuban-American writer and psychologist,61
Cuba,Other,Michelle Font,34744,3.63517719,"Michelle Font  is a beauty queen who won Miss Washington USA and competed in the Miss USA pageant on April 11, 2008 at Planet Hollywood in Las Vegas, Nevada",156
Cuba,Arts/Entertainment,David Lago,34730,3.634926774,David Scott Lago  is a Cuban-American actor,43
Cuba,Arts/Entertainment,Gene Gabriel,34710,3.634568863,"Gene Gabriel  is a Cuban American actor most notable for originating the role of ""Rodriguez"" in Richard Greenberg's award-winning play Take Me Out in London and on Broadway",172
Cuba,Arts/Entertainment,Lissette,34689,3.634192833,"Lissette Álvarez Chorens, commonly known as Lissette, is a singer, songwriter, and record producer from Cuba",108
Cuba,Business/Technology,Alex Meruelo,34614,3.63284801,Alex Meruelo ) is a Cuban-American businessman most widely known for his failed bid to become the majority owner of the Atlanta Hawks of the National Basketball Association,172
Cuba,Media/Journalism,Liz Balmaseda,34595,3.632506859,"Liz Balmaseda  is a Pulitzer Prize-winning journalist, who writes for The Palm Beach Post",89
Cuba,Arts/Entertainment,Veronica Portillo,34520,3.631158378,"Veronica Portillo  is an American reality television participant, Playboy model, and co-creator of the College Dropout t-shirt line",131
Cuba,Arts/Entertainment,Elizabeth Caballero,34127,3.624044089,Elizabeth Caballero  is a Cuban-American lyric soprano,54
Cuba,Media/Journalism,Mari Rodriguez Ichaso,34046,3.622567605,"Mari Rodríguez Ichaso is a Cuban American magazine editor, author, filmmaker and producer",89
Cuba,Government,Al Cardenas,33906,3.620007357,,0
Cuba,Arts/Entertainment,Ana Cristina,33855,3.619072067,"Ana Cristina Álvarez  Ana Cristina, is a Cuban American singer-songwriter",73
Cuba,Arts/Entertainment,Marga Gomez,33576,3.613930413,"Marga Gomez is a Puerto Rican/Cuban-American comedian, playwright, and humorist",79
Cuba,Literature,Robert Lima,33565,3.613726821,"Robert Lima is an American, poet, literary critic, bibliographer, playwright, editor, biographer, and translator",112
Cuba,Government,Xavier Suarez,33371,3.610125192,Xavier L  Suárez  is an American politician in Miami who was the first Cuban-born mayor of Miami and is currently a Miami-Dade county commissioner,146
Cuba,Media/Journalism,Narciso Gener Gonzales,33336,3.609473185,"Narciso Gener Gonzales  was born in Eddingsville, Edisto Island, South Carolina",79
Cuba,Arts/Entertainment,Jorge Manuel,33161,3.606202846,Jorge Manuel  is a Cuban-American fashion designer based in Miami,65
Cuba,Arts/Entertainment,Franky Gee,32557,3.594781413,"Francisco Alejandro Gutierrez , more familiarly known as Franky Gee, was a Cuban American soldier, rapper and singer who became the frontman for the German Europop group Captain Jack",182
Cuba,Arts/Entertainment,Nini Camps,32556,3.594762328,"Nini Camps  is a Cuban-American folk rock singer-songwriter, who writes music for film and TV while also performing as lead singer of the all female band Antigone Rising",169
Cuba,Arts/Entertainment,Marieh Delfino,32525,3.594170407,Marieh Delfino  is an American actress,38
Cuba,Government,Carlos Pascual,32490,3.593501432,Carlos Alberto Pascual Lus  was a former Major League Baseball pitcher,70
Cuba,Arts/Entertainment,Lazaro Hernandez,32446,3.592659411,Proenza Schouler /pro___nz_ _sku_l_r/ is a New York based womenswear and accessories brand founded in 2002 by designers Jack McCollough and Lazaro Hernandez,156
Cuba,Arts/Entertainment,Jose Acosta Hernandez,32278,3.589433884,,0
Cuba,Government,Mario Diaz,32278,3.589433884,Mario Rafael Díaz Torres  is a former Major League Baseball infielder,69
Cuba,Arts/Entertainment,Rene Touzet,32067,3.585358908,"René Touzet y Monte  was a Cuban-born American composer, pianist and bandleader",79
Cuba,Sports,Mickey Lopez,31907,3.582250965,"Raymond Michael ""Mickey"" Lopez  is a former Major League Baseball second baseman",80
Cuba,Government,Emilio T. Gonzalez,31806,3.580281041,,0
Cuba,Business/Technology,Ralph de la Vega,31768,3.579538261,"Ralph de la Vega, a native of Cuba, since October 2008 is president and CEO of AT&amp;T Mobility",96
Cuba,Arts/Entertainment,Javier Peres,31739,3.578970805,"Javier S  Peres  is a contemporary art dealer who operates Peres Projects which currently operates a gallery space on Karl-Marx-Allee in Berlin, with offices in Los Angeles, California",184
Cuba,Arts/Entertainment,Guerra de la Paz,31555,3.575358269,"Guerra de la Paz is the composite name of Cuban born, American artist duo Alain Guerra  and Neraldo de la Paz , who have been collaborating since 1996",150
Cuba,Media/Journalism,Myrka Dellanos,31438,3.573050194,"Myrka Bárbara Dellanos  is a Cuban American journalist, author, and television &amp; radio show host",100
Cuba,Government,Joe Carollo,31176,3.567850376,"Joe Carollo , is a former mayor of Miami, Florida",49
Cuba,Business/Technology,Gedalio Grinberg,30970,3.56373119,"Gedalio ""Gerry"" Grinberg  was a Cuban born watchmaker who was the founder and chairman of the Movado Group, based in Paramus, New Jersey",136
Cuba,Media/Journalism,Cathy Areu,30512,3.554473955,"Cathy Areu is an American author, journalist and frequent news analyst who has appeared on HLN's Showbiz Tonight, HLN's Prime News, CNN's Campbell Brown, CNN's AC360, Fox News O'Reilly Factor, MSNBC's Daily Countdown and RussiaToday's CrossTalk",244
Cuba,Government,Carlos Mayans,30319,3.550531293,"Carlos Mayans became mayor of the city of Wichita, Kansas in April 2003",71
Cuba,Arts/Entertainment,Frank Varela,30296,3.550059769,Frank Varela is a graphic designer born to a family of Cuban political exiles,77
Cuba,Arts/Entertainment,Horacio Hernandez,29612,3.535870961,"Horacio ""El Negro"" Hernandez  is a Cuban drummer and percussionist",66
Cuba,Media/Journalism,Mirta Ojito,29569,3.534968056,Mirta Ojito is a Cuban-born author and journalist and currently an assistant professor at the Columbia University Graduate School of Journalism,143
Cuba,Arts/Entertainment,Tammy Trull,29304,3.529374494,Tammy Trull is an Amrmenian actress,35
Cuba,Arts/Entertainment,Don Dinero,28774,3.518033999,"Jose Manuel Guitian, popularly known as Don Dinero, is an American-born Cuban Rapper",84
Cuba,Business/Technology,Alvaro de Molina,28340,3.508590971,Alvaro de Molina  was the chief financial officer of Bank of America Corporation,80
Cuba,Arts/Entertainment,Oscar Torre,28325,3.508262019,Oscar Torre is an actor and film director,41
Cuba,Business/Technology,Armando Codina,28018,3.501490931,"Armando Codina is Executive Chairman of Codina Partners, LLC, a real estate investment and development firm based in Coral Gables, Florida",138
Cuba,Government,Rosario Kennedy,27973,3.500492196,"Rosario Kennedy  was the first Cuban American woman on the City of Miami Commission, former Vice Mayor of the City of Miami and candidate for Florida's 18th congressional district in 1989 to replace Claude Pepper that was eventually won by Ileana Ros-Lehtinen",259
Cuba,Business/Technology,Jorge Figueredo,27691,3.494196639,Jorge Figueredo  is the executive vice president of human resources at McKesson Corporation,91
Cuba,Government,Katherine Fernandez Rundle,27629,3.492803913,"Katherine Fernandez Rundle is the current State Attorney for Miami-Dade County in Florida, U",92
