Source Country,Field Of Influence,Name,Influence,log(influence),Description,Unknown
French,Government,Jack Breaux,45601,3.804132295,,0
French,Arts/Entertainment,Mary Cadorette,45540,3.803300585,"Mary Therese Cadorette  is an American actress best known for playing John Ritter's live-in girlfriend, flight attendant Vicky Bradford on the short-lived 1984 Three's Company spinoff, Three's a Crowd",200
French,Arts/Entertainment,April Scott,45440,3.801934713,April Ann McIntosh  is an American actress and model known professionally as April Scott,88
French,Arts/Entertainment,Tonie Marshall,45419,3.801647498,"Tonie Marshall  is an actress, screenwriter, and film director in French cinema",79
French,Sports,Bob St. Clair,45277,3.799701885,,0
French,Arts/Entertainment,Stephanie Szostak,45032,3.796330628,Stéphanie Szostak  is a French actress who started her career in the early 2000s,80
French,Sports,Pat Durham,44880,3.794229841,"Patrick Wayne ""Pat"" Durham  is a retired American professional basketball player who was selected by the Dallas Mavericks in the 2nd round  of the 1989 NBA Draft",161
French,Government,Jacques Dupre,44790,3.792982597,"Jacques Dupré  was a Louisiana State Representative, State Senator and the eighth Governor",90
French,Government,James Pitot,44649,3.791023535,James Pitot  was the second Mayor of New Orleans,48
French,Military,Jean Joseph Amable Humbert,44481,3.788681239,"General Jean Joseph Amable Humbert  was a French soldier, a participant in the French Revolution, who led a failed invasion of Ireland to assist Irish rebels in 1798",165
French,Arts/Entertainment,Christopher d'Amboise,44328,3.786540368,"Christopher d'Amboise  is a danseur, choreographer, writer, and theatre director",80
French,Literature,Edd Cartier,44323,3.78647028,"Edward Daniel Cartier , known professionally as Edd Cartier, was an American pulp magazine illustrator who specialized in science fiction and fantasy art",153
French,Government,Peter Force,44312,3.786316059,"Peter Force  was a 19th-century American politician, newspaper editor, archivist, and historian",95
French,Government,"F.O. ""Potch"" Didier",44143,3.783941841,,0
French,Sports,David Bergeron,44018,3.782179907,David Bergeron  is an NFL linebacker who played with the Carolina Panthers,74
French,Arts/Entertainment,Brent Bourgeois,43930,3.780936502,"Brent Thomas Bourgeois  is an American rock musician, songwriter, and producer",78
French,Sports,Bob Duval,43577,3.775923591,"Robert Duval  is an American professional golfer and is best known for being the father of David Duval, formerly the top-ranked player in the world",147
French,Arts/Entertainment,Rod La Rocque,43508,3.774938987,Rod La Rocque  was an American actor,36
French,Religion,Claude Marie Dubuis,43435,3.773895603,Claude Marie Dubuis  was a French-born prelate of the Roman Catholic Church,75
French,Arts/Entertainment,Brittny Gastineau,43376,3.773051038,"Brittny Gastineau  is an American model, socialite, and reality television personality",86
French,Arts/Entertainment,Christian LeBlanc,42865,3.765687815,"Christian Jules LeBlanc  is an American actor, best known for his role as Michael Baldwin on CBS The Young and the Restless",123
French,Arts/Entertainment,Jennifer Lavoie,42709,3.763422445,"Jennifer J  Lavoie  is an American model, actress and entrepreneur",66
French,Other,Richard Chichester du Pont,42537,3.760915119,Richard Chichester du Pont  was an American businessman and an aviation and glider pioneer who was a member of the prominent Du Pont family,139
French,Military,Frederick Rosier,42455,3.759716195,"Air Chief Marshal Sir Frederick Rosier GCB, CBE, DSO  was a Royal Air Force commander",85
French,Arts/Entertainment,Daniel Roberdeau,42442,3.759525909,"Daniel Roberdeau  was an American merchant residing in Philadelphia, Pennsylvania at the time of the American War of Independence",129
French,Sports,Jean Cruguet,42289,3.757282,Jean Cruguet  is a French-American thoroughbred horse racing jockey who won the United States Triple Crown of Thoroughbred Racing,129
French,Other,Paul Tulane,42247,3.756664604,"Paul Tulane , was an American philanthropist, born near Princeton, New Jersey, the son of Louis Tulane, a French immigrant, and Maria Tulane",140
French,Academia/Science,Edward Livingston Trudeau,42198,3.755943533,Edward Livingston Trudeau  was an American physician who established the Adirondack Cottage Sanitarium at Saranac Lake for treatment of tuberculosis,148
French,Sports,Peter Bergeron,42187,3.755781545,Peter Francis Bergeron  is an American former professional baseball outfielder and current Major League scout,109
French,Arts/Entertainment,Amie Comeaux,41937,3.752088564,Amie Noelle Comeaux  was an American country music singer who gained fame in her teens,86
French,Arts/Entertainment,Nicole duFresne,41568,3.746597298,Nicole duFresne  was a Minnesota-born playwright and actress,60
French,Government,Louis Philippe de Roffignac,41431,3.744546117,"Count Louis Philippe de Roffignac   was a wealthy Louisiana merchant, banker, member of the state legislature and the 9th Mayor of New Orleans in 1820-1828",155
French,Sports,Mitch Frerotte,40813,3.735208239,"Paul Mitchael Frerotte  was an American professional football player who played as a guard for four seasons in the National Football League, all with the Buffalo Bills",167
French,Arts/Entertainment,Peter Faneuil,40813,3.735208239,"Peter Faneuil  was a wealthy American colonial merchant, slave trader, and philanthropist who donated Faneuil Hall to Boston",124
French,Arts/Entertainment,Dan Ingram,40682,3.733210695,"Daniel Trombley ""Dan"" Ingram  is an American Top 40 radio disc jockey with a forty-year career on radio stations such as WABC and WCBS-FM in New York",149
French,Government,Thomas Carlin,40624,3.73232423,"Thomas Carlin  was the seventh Governor of Illinois, serving from 1838 to 1842",78
French,Arts/Entertainment,Jennifer LeRoy,40475,3.730041119,Jennifer LeRoy  is an American model and actress,48
French,Government,Joseph Rosier,40304,3.727410524,Joseph Rosier  was a United States Senator from West Virginia,61
French,Government,Ashton J. Mouton,40192,3.725681505,,0
French,Arts/Entertainment,Michael Doucet,39835,3.720137925,"Michael Doucet  is an American Cajun fiddler, singer and songwriter who founded the Cajun band BeauSoleil from Lafayette, Louisiana",131
French,Arts/Entertainment,Sabrina Le Beauf,39762,3.718998247,Sabrina Le Beauf  is an American actress best known for her portrayal of Sondra Huxtable Tibideaux on the NBC situation comedy The Cosby Show,141
French,Sports,Chris DeFrance,39735,3.718576192,Chris Anthony DeFrance  is a former American football wide receiver in the National Football League for the Washington Redskins,127
French,Government,Paul Capdevielle,39731,3.718513641,"Paul Capdevielle  was mayor of New Orleans, Louisiana, from May 9, 1900 to December 5, 1904",91
French,Government,John Brennan Hussey,39469,3.714402774,,0
French,Arts/Entertainment,Hal LeSueur,39382,3.713031678,Hal Hays LeSueur  was an American actor,39
French,Media/Journalism,Adrian Nicole LeBlanc,39273,3.711309586,"Adrian Nicole LeBlanc is an American journalist whose works focus on the marginalized members of society: adolescents living in poverty, prostitutes, women in prison, etc",170
French,Arts/Entertainment,Lloyd Jacquet,39235,3.7107081,"Lloyd Victor Jacquet  was the founder of Funnies, Inc",53
French,Other,Augustus D. Juilliard,39069,3.708073707,"Augustus D  Juilliard  was an American businessman whose philanthropy built the renowned conservatory of dance, music, and theatre in New York City that bears his name, The Juilliard School",189
French,Other,Alexis F. du Pont,39065,3.70801009,,0
French,Sports,Eric Guerin,39019,3.707278022,Oliver Eric Guerin  is an American Hall of Fame jockey,54
French,Arts/Entertainment,Maria McBane,39005,3.707055047,Maria McBane  is a French American model and actress who was Playboy magazine's Playmate of the Month for its May 1965 issue,124
French,Academia/Science,Philippe Cousteau Jr.,38969,3.706481316,"Philippe-Pierre Jacques-Yves Arnault Cousteau, Jr",49
French,Arts/Entertainment,Beth Toussaint,38829,3.704245089,"Elizabeth ""Beth"" Toussaint Coleman  is an American actress and model",68
French,Sports,Dave Fergerson,38742,3.702851368,David Anthony Fergerson  is an American professional basketball player who has a French passport as second nationality,118
French,Government,Nicholas Girod,38670,3.701695575,"Nicholas Girod or Nicolas Girod  was the sixth mayor of New Orleans, from late in 1812 to 4 September 1815",106
French,Religion,Peter L'Huillier,38623,3.700939937,Paul L'Huillier  was a prominent scholar and the archbishop of the Orthodox Church in America's Diocese of New York and New Jersey,130
French,Media/Journalism,John R. MacArthur,38433,3.697875831,"John R  ""Rick"" MacArthur  is an American journalist and author of books about US politics",89
French,Arts/Entertainment,Tiffany Dupont,38340,3.696370506,"Tiffany Dupont  is an American actress, known for playing the lead character, Hadassah, a Jewish girl who will become the Biblical Esther, Queen of Persia, in the Hollywood film One Night with the King",201
French,Sports,Max Macon,37615,3.684508706,Max Cullen Macon  was a Major League Baseball player and Minor League Baseball Manager,86
French,Sports,Mike DeJean,37603,3.684310455,Michael Dwain DeJean  is a former right-handed relief pitcher in Major League Baseball,86
French,Other,Virginie de Ternant,37436,3.681544877,"Marie Virginie de Ternant, née Trahan , was the owner and manager of the Parlange Plantation, near New Roads, Pointe Coupee Parish, Louisiana",141
French,Government,Hope Portocarrero,37433,3.681495083,"Hope Portocarrero, also known as Madame Somoza  was the First Lady of Nicaragua, the wife of dictator Anastasio Somoza Debayle and mother of Anastasio Somoza Portocarrero",170
French,Government,Bryant Butler Brooks,37227,3.678066331,"Bryant Butler Brooks  was an American businessman, rancher and politician",73
French,Arts/Entertainment,Reni Santoni,37075,3.675524191,"Reni Santoni  is an American film, television and voice actor",61
French,Arts/Entertainment,Marquis Duquesne,37070,3.675440391,"Michel-Ange Du Quesne de Menneville, Marquis Du Quesne  was a French Governor General of New France",99
French,Arts/Entertainment,Tina Aumont,36698,3.669173756,"Maria Christina ""Tina"" Aumont  was a French actress",51
French,Arts/Entertainment,William Sublette,36669,3.668682562,"William Lewis Sublette  was a fur trapper, pioneer and mountain man, who, with his brothers after 1823, became an agent of the Rocky Mountain Fur Company , exploiting the riches of the Oregon Country, which helped settle the best routes later improved into the Oregon Trail",273
French,Arts/Entertainment,Val Dufour,36528,3.666288794,"Val Dufour, born Albert Valéry Dufour  was an American actor",60
French,Government,Charles Genois,36465,3.66521625,Charles Genois  was the Mayor of New Orleans from May 1838 to May 1840,70
French,Arts/Entertainment,Merritt Cabal,36404,3.664175987,Merritt Cabal  is an American model,35
French,Government,Henry Durant,36356,3.663356194,Henry Durant  was the founding president of the University of California,72
French,Military,Mitch Bouyer,36299,3.662381282,Mitch Bouyer   was an interpreter and guide in the Old West following the American Civil War,92
French,Arts/Entertainment,Adam LeFevre,36142,3.659688063,"Adam LeFevre  is an American character actor, poet and playwright who works in cinema, television, theater and commercials",122
French,Government,Pierre,35965,3.656637694,Pierre is a masculine given name,32
French,Government,William Freret,35806,3.653884704,"William Freret  was Mayor of New Orleans from May 10, 1840, to April 4, 1842, and again from February 27, 1843, to May 12, 1844",127
French,Sports,Guy Hebert,35778,3.653398635,Guy Andre Hebert  is a retired American professional ice hockey goaltender,74
French,Military,William G. Fournier,35746,3.652842662,William Grant Fournier   was a United States Army soldier and a recipient of the United States military's highest decoration—the Medal of Honor—for his actions in World War II,175
French,Media/Journalism,Ric Bucher,35517,3.648849392,"Richard Mathias ""Ric"" Bucher  is a SiriusXM radio host, mornings  on the Bleacher Report Channel and Mondays on NBA Radio ",122
French,Sports,Billy Lyon,35499,3.64853442,William Morton Lyon  is a former American football defensive end and defensive tackle in the National Football League who played for the Green Bay Packers and the Minnesota Vikings,180
French,Other,Nadia McCaffrey,35456,3.64778134,"Nadia McCaffrey was born April 17, 1945 in Paris, France and married an American, Bob McCaffrey; then she immigrated to the United States",137
French,Arts/Entertainment,Rosita Marstini,35326,3.645499018,"Rosita Marstini  was a dancer, stage personality, silent and sound film actress from Nancy, France",98
French,Arts/Entertainment,Frances Heflin,35160,3.642572429,Mary Frances Heflin  was an American actress,44
French,Arts/Entertainment,Wylie Dufresne,35061,3.640820469,Wylie Dufresne  is the chef and owner of the wd~50 and Alder restaurants in Manhattan,85
French,Arts/Entertainment,Steve Lavigne,35059,3.640785025,Steve Lavigne  is an American comic book illustrator best known for his lettering and coloring on the Teenage Mutant Ninja Turtles title for Mirage Studios,155
French,Arts/Entertainment,Angela Dufresne,34920,3.638316694,Angela Dufresne  is a Brooklyn based American artist known for paintings that explore narrative in a variety of ways,116
French,Arts/Entertainment,W. A. Mathieu,34868,3.637390763,"William Allaudin Mathieu  is a composer, pianist, choir director, music teacher, and author",91
French,Government,Joseph Edgard Montegut,34812,3.636392061,"Joseph Edgard Montegut was the 14th mayor of New Orleans, Louisiana, serving from May 13, 1844, to April 5, 1846",112
French,Military,Papa Jack Laine,34677,3.633977857,"George Vital ""Papa Jack"" Laine  was an American musician and a pioneering band leader in New Orleans in the years from the Spanish",130
French,Government,John Baptiste Charles Lucas,34651,3.63351182,John Baptiste Charles Lucas  was a member of the U,50
French,Arts/Entertainment,Jon Lormer,34302,3.627222094,"Jon Lormer  was an American actor, known for his guest and supporting roles in television series, such as the 1960s' Star Trek, The Twilight Zone, Perry Mason, and Peyton Place",176
French,Academia/Science,Eric H. du Plessis,34297,3.627131519,"Eric Hollingsworth du Plessis  is an author and educator living in Radford, Va",78
French,Government,Daniel Moreau Barringer,34260,3.626460854,Daniel Moreau Barringer  was a Whig U,37
French,Government,J. A. D. Rozier,34257,3.626406444,,0
French,Government,Paul Bertus,34229,3.625898387,"Paul Bertus was the 11th mayor of New Orleans, Louisiana serving from April 10, 1838 - May 12, 1838 and again from February 7, 1843 - February 26, 1843",151
French,Arts/Entertainment,Ashley Sawdaye,34118,3.623880208,Ashley Sawdaye  is an American actor,36
French,Arts/Entertainment,John Lewis Gervais,34089,3.623351854,John Lewis Gervais  was an American planter and statesman from South Carolina,77
French,Arts/Entertainment,Paul Verdier,34012,3.6219468,"Paul Verdier is a stage director, actor, and playwright, who also had a number of guest parts in American television",116
French,Arts/Entertainment,Shandi Sinnamon,33946,3.620739933,Shandi Sinnamon  is an American singer and song writer,54
French,Media/Journalism,Connie LeGrand,33932,3.62048363,Connie LeGrand  is an American television journalist who has served in broadcasting in South Carolina and was host of Speed News  from 2004 to 2006,147
French,Arts/Entertainment,Fiona Dourif,33929,3.620428694,"Fiona Dourif is an American film and television actress, and the daughter of actor Brad Dourif",94
French,Arts/Entertainment,Joe Doucet,33845,3.618888511,"Joe Doucet is a designer, artist, entrepreneur, and inventor who lives and works in New York City",97
French,Arts/Entertainment,Joseph C. Brun,33742,3.616994729,Joseph C  Brun  was a French-American cinematographer who did movies as well as a couple early TV shows,103
French,Sports,Robert LeRoy,33719,3.616571055,"Robert LeRoy  was a tennis player from New York in the United States, who won two medals at the 1904 Summer Olympics in St",122
French,Literature,Alice Miel,33423,3.611092627,"Alice Miel  was an American educator and author of The Shortchanged Children of Suburbia, a study that has been characterized as a “groundbreaking” study in its publicized stress on what suburban schools failed to teach about human differences and cultural diversity",266
French,Arts/Entertainment,"Yolanda ""Tongolele"" Montes",33082,3.604720863,"Yolanda Montes ""Tongolele""  is an exotic dancer and actress in Mexican films",76
French,Sports,Allaire du Pont,32919,3.601651885,"Allaire du Pont  was an American sportswoman and a member of the prominent French-American Du Pont family of chemical manufacturers who is most remembered as the owner of the Thoroughbred horse racing Hall of Fame champion, Kelso",229
French,Media/Journalism,Steven Goldman,32680,3.597124386,Steven Goldman is an American sports writer on Major League Baseball,68
French,Sports,Eddie Delahoussaye,32610,3.59579207,"Edward J  Delahoussaye  is a retired American Thoroughbred jockey from New Iberia, Louisiana",92
French,Arts/Entertainment,Ted LeFevre,32608,3.595753962,Ted LeFevre  is an American theatrical set designer,51
French,Arts/Entertainment,Lynsey DuFour,32588,3.595372751,Lynsey DuFour is an American television soap opera writer,57
French,Arts/Entertainment,Paul Germain,32582,3.595258343,Paul Germain is an American animation screenwriter and producer,63
French,Arts/Entertainment,Xavier Fourcade,32262,3.589125816,Xavier Fourcade  was a French American contemporary art dealer and proprietor of the Xavier Fourcade Gallery in Manhattan,121
French,Arts/Entertainment,Lucien Cailliet,32133,3.58663642,"Lucien Cailliet  was a French-American composer, conductor, arranger and clarinetist",84
French,Arts/Entertainment,Breann McGregor,32126,3.586501051,Breann McGregor  is a New Orleans-born former American Playboy model of Scottish descent who was voted dual Playboy titles in the same year: Cyber Girl of the Year 2007 and 2007 Playboy Special Edition's Model of the Year,221
French,Government,Merle Boucher,31889,3.581900346,"Merle Boucher  is a North Dakota Democratic-NPL Party politician who served in the North Dakota House of Representatives, representing the 9th district from 1991 to 2011",169
French,Arts/Entertainment,Nathalie Dupree,31861,3.581354546,"Nathalie Dupree  is an author, chef, and cooking show host whose work has focused on American Southern cuisine",110
French,Government,Henry Fowle Durant,31762,3.579420899,Henry Fowle Durant   was an American lawyer and philanthropist,62
French,Arts/Entertainment,Dennis Deveaugh,31651,3.577245691,"Dennis Deveaugh  is an American stuntman and actor, best known for doing a majority of stunts in films and acting",113
French,Government,Richard Boucher,31607,3.576381334,Richard A  Boucher  was Deputy Secretary-General of the Organisation for Economic Co-operation and Development  from 2009 to 2013,129
French,Sports,Jim Duquette,31580,3.575850337,"James ""Jim"" Duquette was the general manager of the New York Mets for the 2004 season, before the team replaced him with Omar Minaya",132
French,Arts/Entertainment,Pierre Bellocq,31112,3.566573551,"Pierre Camille Lucien Hilaire Jean Bellocq  is a French-American artist and horse racing cartoonist known as ""Peb""",114
French,Sports,Ray Fontenot,31002,3.564372858,Silton Ray Fontenot  is a former Major League Baseball pitcher who played for four seasons between 1983 and 1986,112
French,Literature,John Crittenden Duval,30970,3.56373119,John Crittenden Duval  was an American writer of Texas literature,65
French,Arts/Entertainment,Jean Baptiste Baudreau II,30861,3.561540523,"Jean Baptiste Baudreau Dit Graveline II  was a colonist in French Louisiana, and is one of the few persons to ever be executed in the Americas by the breaking wheel",164
French,Arts/Entertainment,Paul De Lisle,30400,3.552189033,"Paul Gerald De Lisle  is the bassist for the pop rock band, Smash Mouth",71
French,Arts/Entertainment,George Girard,30374,3.5516574,George Girard  was a New Orleans jazz trumpeter,47
French,Literature,Theodore de Laguna,30040,3.544787205,Theodore de Laguna  was an American philosopher who taught for years at Bryn Mawr College and was known as an early feminist,124
French,Government,Jay Le Fevre,29672,3.537128639,Jay Le Fevre  was a United States Representative from New York,62
French,Government,Michael Raoul Duval,29539,3.534337344,"Michael Raoul-Duval was an investment banker and lawyer in the United States who had Senior White House positions while serving under Presidents Richard Nixon and Gerald Ford, where he rose to the position of Special Counsel to the President",241
French,Government,Barry E. DuVal,29158,3.526271108,Barry E  DuVal is an American politician from Virginia,54
French,Arts/Entertainment,Elizabeth Bracco,29022,3.523366271,"Elizabeth Bracco  is an American actress who is best known for her role as Marie Spatafore, wife of Vito Spatafore, on the HBO TV series, The Sopranos",150
French,Other,Carlene LeFevre,28943,3.521672646,"Carlene LeFevre is a competitive eater from Henderson, Nevada",61
French,Other,Georges de Paris,28745,3.517407468,Georges de Paris is a French-American tailor who is often referred to as the President of the United States' unofficial tailor or the tailor to the Presidents,158
French,Other,Valmont Industries,28728,3.517039897,,0
French,Government,Edwin O. LeGrand,28629,3.514895007,"Although Edwin Oswald LeGrand  was born in North Carolina, he was an original Texan",83
French,Sports,Greg DeLong,28532,3.512786243,Gregory Andrew DeLong  is a former American football tight end in the National Football League,94
French,Arts/Entertainment,Henry Davis Minot,28462,3.511259996,"Henry Davis Minot  was a Massachusetts ornithologist and railroad executive, born near Forest Hills, Massachusetts",114
French,Academia/Science,Vladimir Lefebvre,28436,3.510692147,"Vladimir Lefebvre  is a mathematical psychologist at the University of California, Irvine",89
French,Literature,Kelly Le Fave,28113,3.503594113,Kelly Le Fave  is an American poet,34
French,Academia/Science,Jonathan Betts,28052,3.502244467,"Jonathan Betts MBE  is Senior Specialist in horology at the Royal Observatory , Greenwich, a horological scholar and author, and an expert on the first marine timekeepers created by John Harrison in the middle of the 18th century",229
French,Arts/Entertainment,Cynthia Lamontagne,27922,3.499358352,Cynthia LaMontagne  is an American actress who has appeared in numerous television shows and films,98
French,Military,Joseph Blanchard,27902,3.498913142,"Joseph Blanchard  was born in Dunstable, New Hampshire  on February 11, 1704 to Capt",84
French,Arts/Entertainment,Charles Rochon,27875,3.498311603,"Charles Rochon  was a French colonist and was one of the four founders of modern-day Mobile, Alabama",100
French,Other,Rich LeFevre,27589,3.491903721,"Rich LeFevre  is a competitive eater from Henderson, Nevada",59
French,Government,Libby Pataki,27441,3.488561625,Libby Pataki  is the former First Lady of New York and the wife of former New York Governor George Pataki,105
French,Other,Jacques Telesphore Roman,27226,3.483674299,"Jacques Telesphore Roman  was a 19th-century Louisiana businessman, sugar planter and builder of the famous Oak Alley Plantation",128
French,Sports,Edward LeMaire,26786,3.473550867,Edward LeMaire  was an American figure skater who competed in pairs and men's singles,85
French,Other,Joseph LaCombe,25848,3.451402678,Joseph P  LaCombe  is a retired American businessman and owner of Joseph LaCombe Stable Inc,91
French,Sports,Walter Cartier,25548,3.444149094,"Walter Cartier  was a professional boxer turned actor, originally from the Bronx in New York City, New York",107
French,Sports,Benny Valger,25478,3.442444337,"Benjamin ""Benny"" Valger , nicknamed ""The French Flash"", was an American professional featherweight boxer who fought from the late 1910s until the 1930s",151
French,Literature,Bryan Bergeron,24988,3.430378246,"Bryan P  Bergeron, MD, is an author of numerous books in the fields of medicine, computers, biotechnology, and business",119
French,Arts/Entertainment,Carol Roux,24892,3.427986577,Carol Roux is an American actress who was an original cast member of Another World  and was involved in one of the show's first major storylines,144
French,Arts/Entertainment,Bernard Renaud,24153,3.409260865,"Bernard Renaud   is a French-American painter, sculptor, illustrator and author",79
Germany,Government,Barack Obama,1076303,5.768394246,"Barack Hussein Obama II  is the 44th and current President of the United States, and the first African American to hold the office",130
Germany,Government,George W. Bush,1003353,5.724786083,"George Walker Bush  is an American politician and businessman who served as the 43rd President of the United States from 2001 to 2009, and the 46th Governor of Texas from 1995 to 2000",183
Germany,Government,Theodore Roosevelt,741372,5.536770041,,0
Germany,Government,Dwight Eisenhower,728509,5.525895099,"Dwight David ""Ike"" Eisenhower  was the 34th President of the United States from 1953 until 1961",95
Germany,Government,Dwight D. Eisenhower,728220,5.525648566,"Dwight David ""Ike"" Eisenhower  was the 34th President of the United States from 1953 until 1961",95
Germany,Business/Technology,Steve Jobs,725287,5.523141007,"Steven Paul Jobs  was an American entrepreneur, marketer, and inventor, who was the cofounder, chairman, and CEO of Apple Inc",125
Germany,Arts/Entertainment,Ben Affleck,717971,5.516841751,"Benjamin Géza Affleck-Boldt , better known as Ben Affleck, is an American actor and filmmaker",93
Germany,Government,Sarah Palin,691980,5.493931812,"Sarah Louise Palin  is an American politician, commentator, and author who served as the ninth Governor of Alaska, from 2006 to her resignation in 2009",151
Germany,Sports,Bobby Fischer,690947,5.493003579,"Robert James ""Bobby"" Fischer  was an American chess prodigy, grandmaster, and the eleventh World Chess Champion",111
Germany,Sports,Michael Phelps,680173,5.483238715,"Michael Fred Phelps II  is an American competition swimmer and the most decorated Olympian of all time, with a total of 22 medals",129
Germany,Government,Richard Nixon,662664,5.467034857,"Richard Milhous Nixon  was the 37th President of the United States, serving from 1969 to 1974",93
Germany,Arts/Entertainment,Meryl Streep,605990,5.411484662,Meryl Streep  is an American actress,36
Germany,Sports,Abby Wambach,549857,5.35108765,"Mary Abigail ""Abby"" Wambach  is an American soccer player, coach, two-time Olympic gold medalist, and the 2012 FIFA World Player of the Year",140
Germany,Other,Paris Hilton,503602,5.296489725,"Paris Whitney Hilton  is an American socialite, television personality, model, actress and singer",97
Germany,Academia/Science,Albert Einstein,499341,5.291210215,Albert Einstein ; 14 March 1879 ,32
Germany,Business/Technology,Walt Disney,479614,5.266165685,"Walter Elias ""Walt"" Disney  was an American entrepreneur, cartoonist, animator, voice actor, and film producer",110
Germany,Sports,Jack Nicklaus,472370,5.256709566,"Jack William Nicklaus , nicknamed ""The Golden Bear"", is a retired American professional golfer",94
Germany,Sports,Babe Ruth,462736,5.243906413,"George Herman ""Babe"" Ruth, Jr",29
Germany,Sports,Ben Roethlisberger,461548,5.242309184,"Benjamin Todd ""Ben"" Roethlisberger, Sr",38
Germany,Arts/Entertainment,Linda Ronstadt,460111,5.24037168,Linda Maria Ronstadt  is an American popular music singer,57
Germany,Arts/Entertainment,Tina Fey,450075,5.226669052,"Elizabeth Stamatina ""Tina"" Fey  is an American actress, comedian, writer, and producer",86
Germany,Sports,Dale Earnhardt,434597,5.204925392,"Ralph Dale Earnhardt , better known as Dale Earnhardt, was an American race car driver and team owner, best known for his involvement in stock car racing for NASCAR",164
Germany,Government,Herbert Hoover,427126,5.194151374,Herbert Clark Hoover  was the 31st President of the United States ,66
Germany,Other,Languages,424492,5.190307864,"Language is the human ability to acquire and use complex systems of communication, and a language is any specific example of such a system",138
Germany,Military,Max Weber,422267,5.187042534,"Karl Emil Maximilian ""Max"" Weber  was a German sociologist, philosopher, and political economist whose ideas profoundly influenced social theory and social research",164
Germany,Sports,Liezel Huber,419927,5.183589821,"Liezel Huber  is a professional tennis player from the United States, having been a naturalized American citizen since July 2007",128
Germany,Business/Technology,Donald Trump,418838,5.181976415,,0
Germany,Government,Jesse Ventura,417055,5.179325736,"Jesse Ventura  is an American retired professional wrestler, actor, and politician",82
Germany,Sports,Roger Clemens,416990,5.179228891,"William Roger Clemens , nicknamed ""Rocket"", is a retired American baseball pitcher who played 24 seasons in Major League Baseball  for four teams",145
Germany,Academia/Science,Wernher von Braun,406922,5.164043018,"Wernher Magnus Maximilian, Freiherr von Braun  was a German and later American aerospace engineer and space architect, but made his greatest contributions as an aerospace program manager",186
Germany,Government,Tim Pawlenty,397553,5.1495701,"Timothy James ""Tim"" Pawlenty  is president and CEO of Financial Services Roundtable, a Washington, D",100
Germany,Arts/Entertainment,David Letterman,393846,5.143749255,"David Michael Letterman  is an American television host, comedian, writer, producer, and actor",94
Germany,Government,John Boehner,391041,5.139308229,John Andrew Boehner  is the 61st and current Speaker of the United States House of Representatives,98
Germany,Sports,Curt Schilling,381777,5.12441126,Curtis Montague Schilling  is a former American Major League Baseball right-handed pitcher and former video game developer,122
Germany,Government,Donald Rumsfeld,380895,5.122974161,Donald Henry Rumsfeld  is an American politician and businessman,64
Germany,Government,Henry Kissinger,376979,5.116553122,Henry Alfred Kissinger  is an American diplomat and political scientist,71
Germany,Government,Chuck Hagel,374655,5.112710861,"Charles Timothy ""Chuck"" Hagel  is an American politician who was the 24th United States Secretary of Defense for two years in the Obama administration",150
Germany,Academia/Science,Robert Oppenheimer,373100,5.110126653,"Julius Robert Oppenheimer[note 1]  was an American theoretical physicist and professor of physics at the University of California, Berkeley",139
Germany,Sports,Lou Gehrig,371646,5.107700532,"Henry Louis ""Lou"" or ""Buster"" Gehrig  was an American professional baseball first baseman who played 17 seasons in Major League Baseball  for the New York Yankees from 1923 to 1939",180
Germany,Other,Neil Armstrong,368740,5.102823053,Neil Alden Armstrong  was an American astronaut and the first person to walk on the Moon,88
Germany,Sports,Dirk Nowitzki,368602,5.102590476,Dirk Werner Nowitzki   is a German professional basketball player who currently plays for the Dallas Mavericks of the National Basketball Association ,150
Germany,Other,Wikimedia Foundation,366878,5.099677594,Coordinates: 37°47_13_N 122°23_59_W_ / _37,42
Germany,Business/Technology,Bill Gates,357616,5.083790319,"William Henry ""Bill"" Gates III  is an American business magnate, philanthropist, investor, computer programmer, and inventor",124
Germany,Arts/Entertainment,Doris Day,352216,5.074336608,"Doris Day  is an American actress, singer, and animal rights activist",69
Germany,Other,Amelia Earhart,351397,5.072890149,Amelia Mary Earhart  was an American aviation pioneer and author,64
Germany,Sports,Harry Greb,349878,5.070198454,"Edward Henry ""Harry"" Greb  was an American professional boxer",61
Germany,Arts/Entertainment,Hilary Duff,348286,5.06736483,Hilary Erhard Duff  is an American actress and singer,53
Germany,Other,Current events,342819,5.05753446,"News is packaged information about new events happening somewhere else; or, alternatively, news is that which the news industry sells",133
Germany,Other,Keith Olbermann,337388,5.047612358,Keith Theodore Olbermann  is an American sports and political commentator and writer,84
Germany,Arts/Entertainment,Eddie Vedder,333805,5.040978605,Eddie Vedder  is an American musician who is best known for being the lead vocalist and one of three guitarists of the alternative rock band Pearl Jam,150
Germany,Arts/Entertainment,Johnny Depp,332655,5.038834333,"John Christopher ""Johnny"" Depp II  is an American actor, producer, and musician",79
Germany,Arts/Entertainment,Cyndi Lauper,332158,5.037905339,"Cynthia Ann Stephanie ""Cyndi"" Lauper  is an American singer, songwriter, actress and LGBT activist",98
Germany,Government,Nelson Rockefeller,328678,5.031361309,"Nelson Aldrich Rockefeller  was an American businessman, philanthropist, public servant, and politician",103
Germany,Arts/Entertainment,Marlon Brando,328213,5.030481647,,0
