Source Country,Name,Field Of Influence,Generation,Influence,Description
South Korea,Gene Hong,Arts/Entertainment,Second Generation or Higher,35051,"Gene Hong is an American writer, actor and producer"
South Korea,Victor Kim,Arts/Entertainment,First Generation,34905,"Victor Kim  is an American dancer, singer, musician, artist, and actor"
South Korea,Susie Suh,Arts/Entertainment,First Generation,34821,Susie Suh  is a Korean-American adult alternative/folk-rock singer-songwriter
South Korea,Seung,Other,First Generation,34759,The sueng  is a plucked fretted lute from the northern region of Thailand
South Korea,Jeong H. Kim,Religion,First Generation,34742,Dr  Jeong-Hoon Kim   is a Korean-American electrical engineer and administrator
South Korea,Jake Dunning,Sports,Second Generation or Higher,34294,Jake Austin Dunning  is an American professional baseball pitcher in the San Francisco Giants organization
South Korea,Mike Moh,Arts/Entertainment,First Generation,34199,"Mike Moh  is a Korean American actor, stunt actor and Martial artist in film and television"
South Korea,Tae Man Kwon,Sports,First Generation,34155,"Kwon Tae-Man, born in 1941, in Andong in what is now South Korea"
South Korea,Elaine H. Kim,Literature,First Generation,33994,"Elaine H  Kim is an award winning writer, editor and professor in Asian American Studies at the University of California, Berkeley"
South Korea,Dennis Joseph O'Neil,Arts/Entertainment,First Generation,33898,"Dennis Joseph O'Neil, known professionally as Dennis Oh , is an American model and actor"
South Korea,Scott Kim,Arts/Entertainment,First Generation,33754,"Scott Kim is an American puzzle and computer game designer, artist, and author"
South Korea,Johnny Yune,Arts/Entertainment,First Generation,33628,Johnny Yune is a Korean-American actor and comedian
South Korea,Dennis Oh,Arts/Entertainment,First Generation,33605,"Dennis Joseph O'Neil, known professionally as Dennis Oh , is an American model and actor"
South Korea,Marina Lee,Religion,First Generation,33332,"Marina Lee, also known as Marina Lie  was a ballerina and Nazi spy during World War II"
South Korea,Ed Bok Lee,Literature,First Generation,32678,Ed Bok Lee is an American writer
South Korea,Corina Knoll,Literature,Second Generation or Higher,32666,Corina Knoll is an editor and award winning American journalist who writes for California and Sports sections for the Los Angeles Times
South Korea,Nancy Kim,Literature,First Generation,32537,Nancy S  Kim  is a Korean American novelist
South Korea,Alina Cho,Media/Journalism,Second Generation or Higher,32426,Alina Cho is an American journalist who worked for CNN from February 2004 until August 2013
South Korea,Angela E. Oh,Government,First Generation,32426,"Angela E  Oh  is an attorney, teacher, and public lecturer best known for her role as spokesperson for the Korean American community after the 1992 Los Angeles Riots and her position on President Bill Clinton's One America Initiative"
South Korea,Nami Mun,Literature,First Generation,32395,Nami Mun is a Korean American novelist and short story writer
South Korea,Alexandra Bokyun Chun,Arts/Entertainment,First Generation,32245,Alexandra Bokyun Chun  is an actress and filmmaker of Korean ancestry living in Los Angeles
South Korea,John Chun,Religion,Second Generation or Higher,32016,John M  Chun  was a North Korea-born American car designer
South Korea,Todd Park Mohr,Arts/Entertainment,First Generation,31958,"Todd Park Mohr  is the singer and guitarist for the American rock band Big Head Todd &amp; the Monsters, as well as being their namesake and primary lyricist"
South Korea,Lee Ann Kim,Media/Journalism,First Generation,31765,"Lee Ann Kim is a first-generation Korean American who was an anchor and general assignment reporter for KGTV Channel 10, the San Diego, California ABC television affiliate"
South Korea,Hyun Yi Kang,Religion,First Generation,31468,Laura Hyun Yi Kang is a Korean-American scholar and writer
South Korea,Michael Yang,Business/Technology,First Generation,31415,Michael Yang is a Korean American technology entrepreneur
South Korea,Eddie Shin,Arts/Entertainment,First Generation,31240,"Edward Andrew Yoon Beom ""Eddie"" Shin  is an American actor"
South Korea,David J. Kim,Business/Technology,First Generation,30934,David Jhoon Kim  is the CEO and founder of C2 Education Centers
South Korea,Emily Cross,Sports,First Generation,30910,
South Korea,Amy Sol,Arts/Entertainment,Second Generation or Higher,30777,"Amy Sol is an American artist of Korean ancestry, who lives in Las Vegas, Nevada"
South Korea,Joy Osmanski,Arts/Entertainment,First Generation,30376,Joy Kathleen Osmanski  is a Korean-American actress
South Korea,Arnold Kim,Media/Journalism,First Generation,29854,"Dr  Arnold Kim  is the owner of MacRumors, a popular Apple rumors website"
South Korea,Myung Mi Kim,Literature,First Generation,29849,Myung Mi Kim  is a Korean American poet noted for her postmodern writings
South Korea,Christine Yoo,Arts/Entertainment,First Generation,29542,"Christine Yoo is a Korean-American writer, director, producer and filmmaker"
South Korea,Cher Tenbush,Arts/Entertainment,First Generation,29387,"Cheryl Beth Tenbush  is an actress, host, reality television participant and model"
South Korea,Do Won Chang,Business/Technology,First Generation,29324,"Do Won Chang  born March 20, 1954, is a Korean-born American businessman"
South Korea,Alexander Sebastien Lee,Arts/Entertainment,First Generation,29277,"Alexander Sebastien Lee is an American award-winning filmmaker born and raised in Los Angeles, California"
South Korea,Chris Chan Lee,Arts/Entertainment,First Generation,29132,Chris Chan Lee   is an Asian American filmmaker
South Korea,Eugene Park,Arts/Entertainment,First Generation,28856,Eugene Park  is a Korean-American electric violinist
South Korea,Evan C. Kim,Arts/Entertainment,First Generation,28566,Evan C  Kim is an American actor
South Korea,Yu Yeon Kim,Arts/Entertainment,First Generation,28493,"Yu Yeon Kim  is an independent curator based in New York City, USA and Seoul, Korea"
South Korea,Lisa Kim,Media/Journalism,First Generation,28416,"Elizabeth Lee Kim-Lohmann , known professionally as Lisa Kim, is a former television news anchor for an NBC-affiliated station in the San Francisco Bay Area and a former news anchor for MSNBC"
South Korea,Chong Moon Lee,Business/Technology,First Generation,28336,Chong Mong Lee  is an American entrepreneur and philanthropist
South Korea,Peter Ahn,Religion,First Generation,28143,Peter Pyungchoo Ahn  was a Korean-born missionary of the United Methodist Church
South Korea,Eun Yang,Media/Journalism,First Generation,27250,"Eun Yang  is a Korean American morning news anchor for NBC4/WRC-TV, the local NBC television affiliate in Washington, DC"
South Korea,Joy Dietrich,Arts/Entertainment,First Generation,26486,"Joy Dietrich is a Korean-born American journalist, writer, filmmaker, and producer"
South Korea,Philip W. Chung,Arts/Entertainment,First Generation,26325,"Philip W  Chung is a Korean American playwright, co-founder of Los Angeles-based Lodestone Theatre Ensemble and its current co-artistic director"
South Korea,BJ Kang,Government,First Generation,26146,BJ Kang is an American Federal Bureau of Investigation special agent known for high-profile investigations of securities fraud
Japan,Yoko Ono,Arts/Entertainment,First Generation,535691,"Yoko Ono , is a Japanese multimedia artist, singer, and peace activist"
Japan,Apolo Anton Ohno,Sports,First Generation,282751,Apolo Anton Ohno  is a retired American short track speed skating competitor and an eight-time medalist  in the Winter Olympics
Japan,Denise Nakano,Media/Journalism,First Generation,242724,"WCAU, channel 10, is an NBC owned-and-operated television station, located in Philadelphia, Pennsylvania, United States"
Japan,Mirai Nagasu,Sports,First Generation,242419,Mirai Aileen Nagasu  is an American figure skater
Japan,Daniel Inouye,Military,First Generation,235010,"Daniel Ken ""Dan"" Inouye  was a Medal of Honor recipient, a recipient  of the Presidential Medal of Freedom, a United States Senator from Hawaii, a member of the Democratic Party, and the President pro tempore of the United States Senate from 2010 until his death in 2012, making him the highest-ranking Asian American politician in U"
Japan,Hikaru Utada,Arts/Entertainment,First Generation,219838,"Hikaru Utada , who also goes by the mononym Utada English /u__t__d_/, is a Japanese American singer and songwriter"
Japan,Mike Shinoda,Arts/Entertainment,First Generation,219350,"Michael Kenji ""Mike"" Shinoda LHD  is an American musician, record producer, and artist"
Japan,Mike Honda,Military,First Generation,216857,"Michael Makoto ""Mike"" Honda  serves as the U"
Japan,Travis Ishikawa,Sports,First Generation,213446,Travis Takashi Ishikawa  is an American professional baseball first baseman for the San Francisco Giants of Major League Baseball 
Japan,George Takei,Arts/Entertainment,First Generation,209072,"George Hosato Takei  is an American actor, director, author, and activist, probably most widely known for his role as Hikaru Sulu, helmsman of the USS_Enterprise in the television series Star Trek"
Japan,Shane Victorino,Sports,Second Generation or Higher,208505,Shane Patrick Victorino   is an American professional baseball outfielder for the Boston Red Sox of Major League Baseball 
Japan,Hikaru Nakamura,Sports,First Generation,199604,Hikaru Nakamura  is a United States chess grandmaster
Japan,Eric Shinseki,Military,Second Generation or Higher,198395,Eric Ken Shinseki  is a retired United States Army general who served as the seventh United States Secretary of Veterans Affairs 
Japan,Mazie Hirono,Military,Second Generation or Higher,190809,"Mazie Keiko Hirono  is an American politician and the junior United States Senator from Hawaii, in office since 2013"
Japan,Isamu Noguchi,Arts/Entertainment,First Generation,185185,"Isamu Noguchi  was a prominent Japanese American artist and landscape architect whose artistic career spanned six decades, from the 1920s onward"
Japan,Politics,Military,First Generation,184458,Politics  is the practice and theory of influencing other people
Japan,Doris Matsui,Military,First Generation,168948,Doris Okada Matsui  is the U
Japan,Maia Shibutani,Sports,First Generation,159493,Maia Harumi Shibutani  is an American ice dancer
Japan,Yoichiro Nambu,Academia/Science,First Generation,159008,"Yoichiro Nambu  is a Japanese-born American physicist, currently a professor at the University of Chicago"
Japan,Alex Shibutani,Sports,Second Generation or Higher,157562,Alex Hideo Shibutani  is an American ice dancer
Japan,Bianca Ryan,Arts/Entertainment,First Generation,153826,"Bianca Taylor Ryan  is an American singer, songwriter, musician and actress from Philadelphia, Pennsylvania"
Japan,Norman Mineta,Military,Second Generation or Higher,153776,"Norman Yoshio Mineta , is an American politician"
Japan,Kristi Yamaguchi,Sports,First Generation,151892,"Kristine Tsuya ""Kristi"" Yamaguchi  is an American figure skater"
Japan,Patsy Takemoto Mink,Military,Second Generation or Higher,148322,Patsy Matsu Takemoto Mink  was an American politician from the U
Japan,Michio Kaku,Academia/Science,First Generation,139925,"Michio Kaku  is an American futurist, theoretical physicist and popularizer of science"
Japan,Sean Ono Lennon,Arts/Entertainment,First Generation,137408,Sean Taro Ono Lennon  is an American musician and composer
Japan,Fred Armisen,Arts/Entertainment,First Generation,131096,"Fred Robert Armisen  is an American actor, voice actor, writer, producer, director, singer, musician, and comedian"
Japan,Mark Takano,Military,First Generation,128436,Mark Allan Takano  is an American politician who has been the United States Representative for California's 41st congressional district since 2013
Japan,Santa J. Ono,Academia/Science,Second Generation or Higher,126508,Santa Jeremy Ono  is a Canadian-American biologist and university administrator
Japan,James Iha,Arts/Entertainment,First Generation,126160,James Yoshinobu Iha   is an American rock musician
Japan,Francis Fukuyama,Business/Technology,Second Generation or Higher,126112,"Yoshihiro Francis Fukuyama  is an American political scientist, political economist, and author"
Japan,Asako Kozuki,Arts/Entertainment,Second Generation or Higher,124794,Princess Peach  is a character in Nintendo's Mario franchise
Japan,Ann Curry,Media/Journalism,Second Generation or Higher,122290,"Ann Curry  is an American television personality, news journalist and photojournalist"
Japan,Jeff Imada,Arts/Entertainment,First Generation,118962,"Jeff Imada  is an American martial artist, stuntman, actor and director"
Japan,Minoru Yamasaki,Arts/Entertainment,First Generation,117161,"Minoru Yamasaki  was an American architect, best known for designing the original World Trade Center in New York City and several other large-scale projects"
Japan,Colleen Hanabusa,Military,First Generation,116897,Colleen Wakako Hanabusa  is an American politician who has served as the U
Japan,Sessue Hayakawa,Arts/Entertainment,First Generation,116783,"Sessue Hayakawa  was a Japanese Issei actor who starred in American, Japanese, French, German, and British films"
Japan,Kylee Saunders,Arts/Entertainment,First Generation,115147,"Kylee Saunders , better known mononymously as Kylee, is a Japanese American singer"
Japan,James Shigeta,Arts/Entertainment,Second Generation or Higher,115140,James S  Shigeta  was an American film and television actor
Japan,Shin Koyamada,Arts/Entertainment,First Generation,114208,"Shin Koyamada  is a Japanese-American actor, film producer, philanthropist, entrepreneur and martial artist"
Japan,Pete Rouse,Military,Second Generation or Higher,112805,"Peter Mikami ""Pete"" Rouse  is an American political consultant who served as interim White House Chief of Staff to U"
Japan,Jeremy Guthrie,Sports,First Generation,110786,Jeremy Shane Guthrie  is an American professional baseball pitcher for the Kansas City Royals
Japan,Asia Carrera,Arts/Entertainment,First Generation,108317,Asia Carrera  is an American former pornographic actress
Japan,Toshiko Takaezu,Arts/Entertainment,First Generation,106388,Toshiko Takaezu  was an American ceramic artist and painter
Japan,Bryan Clay,Sports,Second Generation or Higher,105609,Bryan Ezra Tsumoru Clay  is an American decathlete
Japan,Charles J. Pedersen,Academia/Science,First Generation,101326,Charles John Pedersen  was an American organic chemist best known for describing methods of synthesizing crown ethers
Japan,Olivia Lufkin,Arts/Entertainment,First Generation,100578,"Olivia Lufkin , professionally known as OLIVIA, is a Japanese-born American bilingual singer and songwriter"
Japan,George Nakashima,Arts/Entertainment,First Generation,100221,"George Katsutoshi Nakashima  was an American woodworker, architect, and furniture maker who was one of the leading innovators of 20th century furniture design and a father of the American craft movement"
Japan,Ellison Onizuka,Academia/Science,Second Generation or Higher,99784,"Ellison Shoji Onizuka  was an American astronaut from Kealakekua, Kona, Hawaii, who successfully flew into space with the Space Shuttle Discovery on STS-51-C"
Japan,Ehren Watada,Military,First Generation,98969,"Ehren K  Watada  is a former First Lieutenant of the United States Army, best known as the first commissioned officer in the US armed forces to refuse to deploy to Iraq, in June, 2006"
Japan,Pat Morita,Arts/Entertainment,First Generation,98507,"Noriyuki ""Pat"" Morita  was an American film and television actor who was well known for playing the roles of Matsuo ""Arnold"" Takahashi on Happy Days and Kesuke Miyagi in the The Karate Kid movie series, for which he was nominated for the Academy Award for Best Supporting Actor in 1984"
Japan,Matt Heafy,Arts/Entertainment,First Generation,97922,"Matthew ""Matt"" Kiichi Heafy  is a Japanese-American musician, best known as the lead vocalist and guitarist for the American heavy metal band Trivium"
Japan,Shuji Nakamura,Academia/Science,First Generation,97592,"Shuji Nakamura  is a Japanese-born American professor at the Materials Department of the College of Engineering, University of California, Santa Barbara , and is regarded as the inventor of the blue LED, a major breakthrough in lighting technology"
Japan,Fred Korematsu,Military,First Generation,96823,Fred Toyosaburo Korematsu  was one of the many Japanese-American citizens living on the West Coast of the United States at the onset of World War II
Japan,Roger Yasukawa,Sports,First Generation,96305,Roger Yasukawa  is an American auto racing driver
Japan,Gordon Hirabayashi,Military,First Generation,95872,"Gordon Kiyoshi Hirabayashi   was an American sociologist, best known for his principled resistance to the Japanese American internment during World War II, and the court case which bears his name, Hirabayashi v"
Japan,Masi Oka,Arts/Entertainment,Second Generation or Higher,94559,"Masayori ""Masi"" Oka   is a Japanese-American actor and digital effects artist"
Japan,Rena Inoue,Sports,Second Generation or Higher,94487,Rena Inoue  is a Japanese-born American pair skater
Japan,Yuna Ito,Arts/Entertainment,First Generation,94342,Yuna Ito   is an American pop recording artist and actress who is active in Japan
Japan,Darwin Barney,Sports,First Generation,93187,Darwin James Kunane Barney  is an American professional baseball infielder for the Los Angeles Dodgers of Major League Baseball 
Japan,Iva Toguri,Media/Journalism,First Generation,93090,Iva Ikuko Toguri D'Aquino  was an American who participated in English-language propaganda broadcast transmitted by Radio Tokyo to Allied soldiers in the South Pacific during World War II
Japan,Hayley Kiyoko,Arts/Entertainment,First Generation,93070,"Hayley Kiyoko Alcroft , known professionally as Hayley Kiyoko, is an American actress and singer"
Japan,Tadd Fujikawa,Sports,First Generation,91493,Tadd Fujikawa  is a Japanese American professional golfer
Japan,Bill Naito,Business/Technology,Second Generation or Higher,91457,"William Sumio Naito , better known as Bill Naito, was a noted businessman, civic leader and philanthropist in Portland, Oregon, U"
Japan,Jake Shimabukuro,Arts/Entertainment,First Generation,90380,Jake Shimabukuro  is a ukulele virtuoso and composer known for his fast and complex finger work
Japan,Jake E. Lee,Arts/Entertainment,Second Generation or Higher,89983,"Jake E  Lee  is an American guitarist, who played in the Ozzy Osbourne band during the mid-1980s, and later in Badlands with Ray Gillen"
Japan,Toshiko Akiyoshi,Arts/Entertainment,First Generation,89761,Toshiko Akiyoshi  is a Japanese jazz composer/arranger and bandleader
Japan,Gregg Araki,Arts/Entertainment,First Generation,87984,Gregg Araki  is an American independent filmmaker and film director involved heavily with New Queer Cinema
Japan,Taitetsu Unno,Religion,First Generation,87515,"Taitetsu Unno was a scholar, lecturer, and author on the subject of Pure Land Buddhism"
Japan,Guy Kawasaki,Media/Journalism,First Generation,85544,Guy Kawasaki  is a Silicon Valley marketing executive
Japan,Seiji Ozawa,Arts/Entertainment,First Generation,85084,Seiji Ozawa  is a Japanese conductor
Japan,Miyoshi Umeki,Arts/Entertainment,First Generation,84859,Miyoshi Umeki  was a naturalized American Academy Award-winning actress and standards singer
Japan,Kurt Suzuki,Sports,First Generation,84392,"Kurtis Kiyoshi ""Kurt"" Suzuki , is an American professional baseball catcher for the Minnesota Twins of Major League Baseball"
Japan,Ryan Higa,Arts/Entertainment,First Generation,84325,Ryan Higa  is an American YouTube personality and actor of Japanese descent
Japan,Tatsuya Ishida,Arts/Entertainment,First Generation,83936,Sinfest is a webcomic written and drawn by American comic strip artist Tatsuya Ishida
Japan,Don Wakamatsu,Sports,First Generation,82798,"Wilbur Donald ""Don"" Wakamatsu  is a Major League Baseball catcher and former manager"
Japan,Hisaye Yamamoto,Arts/Entertainment,First Generation,81868,Hisaye Yamamoto  was a Japanese American author
Japan,Anne Akiko Meyers,Arts/Entertainment,First Generation,81363,Anne Akiko Meyers  is an American concert violinist
Japan,S. I. Hayakawa,Military,Second Generation or Higher,80834,
Japan,Rachael Yamagata,Arts/Entertainment,First Generation,78008,"Rachael Yamagata  is an American singer-songwriter and pianist from Arlington, Virginia"
Japan,Kenjiro Nomura,Arts/Entertainment,First Generation,77676,"Kenjiro Nomura ,  is a retired Japanese baseball player"
Japan,Atlee Hammaker,Sports,First Generation,76639,"Charlton Atlee Hammaker  is a former Major League Baseball left-handed pitcher who played the majority of his career for the San Francisco Giants, from 1982 to 1990"
Japan,Mizuko Ito,Academia/Science,First Generation,76144,Mizuko It_ or Mizuko Ito a
Japan,Kyoko Ina,Sports,Second Generation or Higher,74502,Kyoko Ina  is a Japanese-American figure skater
Japan,Daniel M. Tani,Academia/Science,Second Generation or Higher,73254,Daniel M  Tani  is an American engineer and a NASA astronaut
Japan,Kent Nagano,Arts/Entertainment,Second Generation or Higher,71745,Kent George Nagano  is an American conductor and opera administrator
Japan,Mike Lum,Sports,First Generation,71586,Michael Ken-Wai Lum  is a former Major League Baseball player and coach
Japan,Ford Konno,Sports,First Generation,71198,"Ford Hiroshi Konno  is an American former competition swimmer, two-time Olympic champion, and former world record-holder in three events"
Japan,Ann Harada,Arts/Entertainment,First Generation,70815,"Ann Harada  is an American New York-based actress who is best known for the musical Avenue Q in which she originated the role of Christmas Eve, the heavily accented Japanese therapist"
Japan,Jero,Arts/Entertainment,Second Generation or Higher,70329,
Japan,Rex Walters,Sports,First Generation,69989,Rex Andrew Walters  is an American former professional basketball player and current men's basketball coach at the University of San Francisco
Japan,Luna H. Mitani,Arts/Entertainment,Second Generation or Higher,69814,Luna H  Mitani  is a Japanese-American artist
Japan,A. Wallace Tashima,Military,First Generation,69574,Atsushi Wallace Tashima  is the third Asian American and first Japanese American to be appointed to a United States Court of Appeals
Japan,Robert Swift,Sports,First Generation,68343,Robert Swift  is an American former professional basketball player
Japan,Albert Saijo,Arts/Entertainment,First Generation,68222,"Albert Fairchild Saijo  was an Asian-American poet and, along with Shig Murao, one of only two Asian Americans to be recognized as a part of the Beat Generation"
Japan,Miiko Taka,Arts/Entertainment,First Generation,67593,"Miiko Taka  , is a Japanese American actress best known for co-starring with Marlon Brando as Hana-ogi in the 1957 movie Sayonara"
Japan,Ronald Takaki,Academia/Science,Second Generation or Higher,67394,"Ronald Toshiyuki Takaki  was an American academic, historian, ethnographer and author"
Japan,Ruth Asawa,Arts/Entertainment,First Generation,67133,Ruth Asawa  was a American sculptor
Japan,Justin Nozuka,Arts/Entertainment,First Generation,67067,Justin Tokimitsu Nozuka  is a Canadian-American singer and songwriter
Japan,Grant Imahara,Arts/Entertainment,First Generation,66862,Grant Masaru Imahara  is an electronics and radio control expert and actor best known for his work on the American television show MythBusters
Japan,Miki Gorman,Sports,First Generation,66506,Miki  Suwa Gorman  was one of America's foremost women's marathoners during the mid-1970s
Japan,Michiko Kakutani,Media/Journalism,First Generation,66086,"Michiko ""Michi"" Kakutani  is an American Pulitzer Prize-winning critic for The New York Times"
Japan,Sadao Munemori,Military,First Generation,65914,"Sadao Munemori  was a United States Army soldier and posthumous recipient of the Medal of Honor, after he sacrificed his life to save those of his fellow soldiers at Seravezza, Italy during World War II"
Japan,Ted T. Tanouye,Military,First Generation,65547,Ted Takayuki Tanouye  was a Japanese American soldier in the United States Army who posthumously received the United States military_s highest decoration for bravery†the Medal of Honor†for his actions in World War II
Japan,Karyn Kusama,Arts/Entertainment,First Generation,65083,"Karyn Kusama  is an American film director who had her breakthrough with Girlfight, her first feature film"
Japan,Yuki Shimoda,Arts/Entertainment,First Generation,64919,"Yuki Shimoda  was an American actor best known for his starring role as Ko Wakatsuki in the NBC movie of the week, Farewell to Manzanar in 1976"
Japan,Ryan Potter,Arts/Entertainment,First Generation,64867,"Ryan Potter  is an American actor, voice actor, and martial artist"
Japan,Brandon League,Sports,First Generation,64846,Brandon Paul League  is an American professional baseball pitcher for the Los Angeles Dodgers of Major League Baseball 
Japan,Paul Horiuchi,Arts/Entertainment,Second Generation or Higher,64784,Paul Horiuchi  was an American painter and collagist
Japan,George Nozuka,Arts/Entertainment,First Generation,64537,George Nozuka  is an American-born Canadian singer
Japan,Tsuru Aoki,Arts/Entertainment,First Generation,63747,Tsuru Aoki  was a popular Japanese stage and screen actress whose career was most prolific during the silent film era of the 1910s through the 1920s
Japan,Paul Tanaka,Military,First Generation,63582,Paul K  Tanaka is an American politician and was a law enforcement officer with the Los Angeles County Sheriff's Department
Japan,Robert T. Hoshibata,Religion,Second Generation or Higher,63409,"Robert Tsugio Hoshibata  is a Bishop of The United Methodist Church , the second-largest Protestant denomination in the United States"
Japan,Keiko Matsui,Arts/Entertainment,First Generation,63087,"Keiko Matsui , born in Tokyo, Japan as Keiko Doi, is a Japanese keyboardist and composer, specializing in smooth jazz, jazz fusion and new-age music"
Japan,Wataru Misaka,Sports,First Generation,62252,"Wataru ""Wat"" Misaka  is a retired American professional basketball player"
Japan,Spark Matsunaga,Military,Second Generation or Higher,61048,Spark Masayuki Matsunaga  was a United States Senator from Hawaii
Japan,George Tsutakawa,Arts/Entertainment,First Generation,60961,George Tsutakawa  was an American painter and sculptor best known for his avant-garde bronze fountain designs
Japan,Ben Kuroki,Military,First Generation,60387,Ben Kuroki  is the only American of Japanese descent in the United States Army Air Forces to serve in combat operations in the Pacific theater of World War II
Japan,Adrian Tomine,Arts/Entertainment,First Generation,59811,"Adrian Tomine , a popular contemporary cartoonist, is best known for his ongoing comic book series Optic Nerve and his illustrations in The New Yorker"
Japan,Corey Gaines,Sports,First Generation,59746,Corey Yasuto Gaines  is an American former professional basketball player
Japan,Devon Aoki,Arts/Entertainment,First Generation,59549,Devon Edwenna Aoki  is an American actress and model
Japan,Harvey Itano,Academia/Science,First Generation,59248,Harvey Akio Itano  was an American biochemist best known for his work on the molecular basis of sickle cell anemia and other diseases
Japan,Hiro Yamamoto,Arts/Entertainment,First Generation,59206,"Hiro Yamamoto  is an American bassist who was a founding member of grunge band Soundgarden, along with Kim Thayil and Chris Cornell in 1984"
Japan,Toshi Seeger,Arts/Entertainment,First Generation,59157,"Toshi Aline Seeger  was an American filmmaker, producer, and environmental activist"
Japan,Wally Kaname Yonamine,Sports,Second Generation or Higher,59122,"Wallace Kaname ""Wally"" Yonamine , , also known as Wally Yonamine, was a multi-sport American athlete who played in the All-America Football Conference  and Japan's Nippon Professional Baseball"
Japan,Nobu Matsuhisa,Business/Technology,Second Generation or Higher,58197,"Nobuyuki ""Nobu"" Matsuhisa  is a celebrity chef and restaurateur known for his fusion cuisine blending traditional Japanese dishes with South American  ingredients"
Japan,Harold Sakata,Sports,First Generation,58130,"Toshiyuki ""Harold"" Sakata ,  was an American Olympic weightlifter, professional wrestler, and film actor"
Japan,Iwao Takamoto,Arts/Entertainment,First Generation,57862,"Iwao Takamoto  was a Japanese American animator, television producer, and film director"
Japan,Stan Sakai,Arts/Entertainment,First Generation,57399,Stan Sakai  is a third-generation Japanese American Cartoonist comic book creator
Japan,Ken Uston,Business/Technology,First Generation,57380,"Ken Uston  was a famous blackjack player, strategist, and author, credited with popularizing the concept of team play at blackjack"
Japan,Chiura Obata,Arts/Entertainment,First Generation,57366,Chiura Obata   was a well-known Japanese-American artist
Japan,Haruki Nakamura,Sports,First Generation,56855,Haruki Robert Nakamura  is an American football safety who is currently a free agent
Japan,Akira Iriye,Academia/Science,Second Generation or Higher,56766,"Iriye Akira   is a historian of American diplomatic history especially United States-East Asian relations, and international issues"
Japan,Kazuo Otani,Military,First Generation,56728,Kazuo Otani  was a United States Army soldier and a recipient of the United States military's highest decoration†the Medal of Honor†for his actions in World War II
Japan,Ken and Miye Ota,Arts/Entertainment,First Generation,56525,"Ken Ota and Miye Ota are a married couple known for teaching martial arts, ballroom dancing, and social graces at their _cultural school” located in Goleta, California"
Japan,Richard Aoki,Military,First Generation,55339,"Richard Aoki  was an American educator and college counselor, best known as a civil rights activist and early member of the Black Panther Party"
Japan,Adney Y. Komatsu,Religion,First Generation,55234,Adney Yoshio Komatsu  was a general authority of The Church of Jesus Christ of Latter-day Saints  from 1975 until his death
Japan,George Ariyoshi,Military,First Generation,55121,"George Ryoichi Ariyoshi , served as the third Governor of Hawaii from 1974 to 1986"
Japan,Barney F. Hajiro,Military,First Generation,55100,"Barney Fushimi Hajiro  was an American and combat veteran of World War II who had received the Medal of Honor, the highest United States military award for valor"
Japan,Gedde Watanabe,Arts/Entertainment,Second Generation or Higher,54695,"Gedde Watanabe  is an American theatre, film, television, and video game actor and voice actor"
Japan,Hiroshi Miyamura,Military,First Generation,54169,"Hiroshi H  Miyamura , also known as Hershey Miyamura, was a United States Army soldier"
Japan,Wakako Yamauchi,Arts/Entertainment,First Generation,54029,Wakako Yamauchi  is an Asian-American writer
Japan,Ted Fujita,Academia/Science,First Generation,53794,"Tetsuya Theodore ""Ted"" Fujita  was a prominent Japanese-American severe storms researcher"
Japan,Ken Ono,Academia/Science,First Generation,53558,"Ken Ono  is a Japanese-American mathematician who specializes in number theory, especially in integer partitions, modular forms, and the fields of interest to Srinivasa Ramanujan"
Japan,Kenneth P. Moritsugu,Military,First Generation,53499,Kenneth P  Moritsugu  is an American physician and public health administrator
Japan,Koichi Fukuda,Arts/Entertainment,Second Generation or Higher,53281,"Koichi Fukuda  is a Japanese musician, and former lead guitarist, programmer, and keyboardist for the industrial metal band Static-X, and is the lead guitarist from Drugstore Fanatics "
Japan,Yuri Kochiyama,Military,First Generation,53237,Yuri Kochiyama  was a Japanese American human rights activist
Japan,Jenny Shimizu,Arts/Entertainment,First Generation,52813,"Jenny Lynn Shimizu  is a Japanese American model and actress from San Jose, California"
Japan,Robert Matsui,Military,First Generation,52802,Robert Takeo Matsui  was an American politician from the state of California
Japan,Kobe Tai,Arts/Entertainment,First Generation,52188,Kobe Tai  is a Taiwanese-born American former pornographic actress and adult model
Japan,Julie Otsuka,Arts/Entertainment,Second Generation or Higher,51971,Julie Otsuka is an award-winning Japanese American author
Japan,Yuji Okumoto,Arts/Entertainment,First Generation,51719,"Yuji Don Okumoto   is an American actor best known for his intimidating movie roles, such as Chozen in The Karate Kid, Part II"
Japan,Yoky Matsuoka,Academia/Science,First Generation,51469,"Yoky Matsuoka  is the VP of Technology and Analytics at Twitter, and formerly the Vice President of Technology at Nest, where she was in charge of UX[clarification needed] and the learning aspects of Nest's thermostat"
Japan,Nyogen Senzaki,Religion,Second Generation or Higher,51393,Nyogen Senzaki  was a Rinzai Zen monk who was one of the 20th century's leading proponents of Zen Buddhism in the United States
Japan,Joseph Heco,Media/Journalism,First Generation,50974,"Joseph Heco  September 20, 1837 "
Japan,Lawson Fusao Inada,Arts/Entertainment,First Generation,50646,Lawson Fusao Inada  is an American poet and was the fifth poet laureate of the U
Japan,Chris Tashima,Arts/Entertainment,First Generation,50543,Chris Tashima  is a Japanese American actor and director
Japan,Lindsey Yamasaki,Sports,First Generation,50525,Lindsey Brooke Yamasaki  is an American former professional women's basketball player
